source_row,set,bin,k,Q2,xB,t,phi,dsig,dsig_err,delsig,delsig_err,exp d4sig (nb/Gev^4),d4sig_stat,d4sig_sys+,d4sig_sys-,exp del4sig (nb/GeV^4),del4sig_stat,del4sig_sys+,del4sig_sys-,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS,experiment,link,flag_xsec_systematic_missing,flag_xsec_diff_systematic_missing,xsec_total_err_recomputed,xsec_diff_total_err_recomputed,xsec_systematic_ratio,xsec_diff_systematic_ratio,flag_bad_kinematics,flag_xsec_nonpositive_or_missing,flag_xsec_error_nonpositive_or_missing,flag_xsec_systematic_anomaly,flag_xsec_diff_missing,flag_xsec_diff_error_nonpositive_or_missing,flag_xsec_diff_systematic_anomaly,flag_exact_duplicate,phi_centered_rad,local_xsec_prediction,local_xsec_pull,local_xsec_diff_prediction,local_xsec_diff_pull,local_xsec_multiplicative_ratio,flag_local_xsec_catastrophic_outlier,flag_local_xsec_diff_catastrophic_outlier,exclude_reason,common_valid
1671,87,9,5.75,2.35,0.275,-0.34,172.46,0.023739014,0.009217917,0.017586914,0.011046266,0.0332,0.0081,0.0044,0.0044,0.004,0.0099,0.0049,0.0049,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.009217917335276988,0.011046266337545914,0.13253012048192772,0.4949494949494949,False,False,False,False,False,False,False,False,3.0099948279894213,0.0322765437528069,0.10018057372450428,-0.0024002203918578554,0.5794012380548625,1.0286107538113587,False,False,,True
1672,87,10,5.75,2.35,0.275,-0.34,187.54,0.019795275,0.009541488,0.017149251,0.010530907,0.029,0.008,0.0052,0.0052,0.0,0.0097,0.0041,0.0041,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.00954148835350125,0.010530906893520615,0.17931034482758618,0.422680412371134,False,False,False,False,False,False,False,False,-3.0099948279894213,0.0322765437528069,-0.3433996491338344,0.0024002203918578554,-0.22792152813872535,1.112984267338169,False,False,,True
1673,87,11,5.75,2.35,0.275,-0.34,202.6,0.026467439,0.006795587,0.022190741,0.007915807,0.0284,0.0057,0.0037,0.0037,0.0096,0.0071,0.0035,0.0035,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.006795586803212803,0.007915806970865321,0.13028169014084506,0.36458333333333337,False,False,False,False,False,False,False,False,-2.7471482426390743,0.031663676825589376,-0.48026416556792134,0.002674387234557716,0.8749092532110098,1.114918198084133,False,False,,True
1674,87,12,5.75,2.35,0.275,-0.34,217.67,0.051845735,0.009052072,-0.003309071,0.008095678,0.0457,0.0063,0.0065,0.0065,-0.0022,0.0077,0.0025,0.0025,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.009052071586106684,0.008095677859203638,0.1422319474835886,0.3246753246753247,False,False,False,False,False,False,False,False,-2.48412712436353,0.035760619485779396,1.098022747574796,-0.004166418624270789,0.24289734083666017,1.277942067479371,False,False,,True
1675,87,13,5.75,2.35,0.275,-0.34,232.74,0.036839385,0.009935794,-0.009172943,0.008720665,0.042,0.0064,0.0076,0.0076,-0.0062,0.0078,0.0039,0.0039,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.009935793878699377,0.00872066511224918,0.18095238095238095,0.5,False,False,False,False,False,False,False,False,-2.2211060060879837,0.0469746015461145,-0.5006747932622858,-0.010818288222190709,0.529579815615645,1.118442893955107,False,False,,True
1676,87,14,5.75,2.35,0.275,-0.34,247.81,0.065722979,0.009626006,-0.004121637,0.010088112,0.0616,0.0079,0.0055,0.0055,-0.0049,0.0096,0.0031,0.0031,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.009626006440887104,0.01008811181539935,0.08928571428571427,0.3229166666666667,False,False,False,False,False,False,False,False,-1.9580848878124384,0.05991894477559136,0.17463682730028635,-0.01121496079913111,0.6259804525056332,1.0280554878044754,False,False,,True
1677,87,15,5.75,2.35,0.275,-0.34,262.88,0.073170702,0.01166919,-0.03528516,0.011985408,0.0801,0.0081,0.0084,0.0084,-0.0333,0.0098,0.0069,0.0069,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.011669190203266034,0.011985407794480754,0.1048689138576779,0.20720720720720717,False,False,False,False,False,False,False,False,-1.6950637695368929,0.06893790869232537,0.9565437800945716,-0.01009432748248696,-1.936160447389966,1.1619151424725083,False,False,,True
1678,87,16,5.75,2.35,0.275,-0.34,277.96,0.095502013,0.014024621,-0.030793697,0.011365298,0.0944,0.0087,0.011,0.011,-0.0066,0.0106,0.0041,0.0041,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.014024621207005912,0.011365298060323804,0.11652542372881355,0.3867924528301887,False,False,False,False,False,False,False,False,-1.4318681183361484,0.08201916246756563,0.8827930073611968,-0.01689120958540914,0.9054940337496028,1.150950548139654,False,False,,True
1679,87,17,5.75,2.35,0.275,-0.34,293.05,0.114236811,0.013612494,-0.035043545,0.013313527,0.108,0.0103,0.0089,0.0089,-0.022,0.0126,0.0043,0.0043,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.013612494260788506,0.013313526955694347,0.0824074074074074,0.19545454545454546,False,False,False,False,False,False,False,False,-1.1684979342102035,0.12414044184016956,-1.185707889454392,-0.03214455644521324,0.7619736286990652,1.1494485355571256,False,False,,True
1680,87,18,5.75,2.35,0.275,-0.34,307.79,0.194230619,0.021996591,-0.108262258,0.021609257,0.2196,0.0152,0.0159,0.0159,-0.0718,0.0186,0.011,0.011,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.021996590644915864,0.021609257275528926,0.07240437158469946,0.1532033426183844,False,False,False,False,False,False,False,False,-0.911236402466239,0.21704290136130985,0.11624977161090944,-0.044811973588319655,-1.2489104122168293,1.0117815354598183,False,False,,True
1681,87,19,5.75,2.35,0.275,-0.34,321.84,0.300344326,0.03080211,-0.08301708,0.032031547,0.3556,0.0206,0.0229,0.0229,-0.0396,0.0251,0.0199,0.0199,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.0308021103173143,0.03203154694984306,0.06439820022497188,0.5025252525252525,False,False,False,False,False,False,False,False,-0.6660176425610366,0.3516178349353397,0.12928221552475525,-0.045415963814430776,0.18156986996406269,1.0113252647306488,False,False,,True
1682,88,0,5.75,2.35,0.275,-0.45,38.8,0.240978375,0.023584105,0.104185093,0.019549425,0.2577,0.0145,0.0186,0.0186,0.066,0.0177,0.0083,0.0083,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.023584104816592042,0.01954942454396037,0.07217694994179279,0.12575757575757576,False,False,False,False,False,False,False,False,0.6771877497738,0.2419092577211289,0.6695502077213413,0.03788580774227155,1.4381084309928753,1.0652754773737287,False,False,,True
1683,88,1,5.75,2.35,0.275,-0.45,51.96,0.133166064,0.016037768,0.018399583,0.010124228,0.1416,0.008,0.0139,0.0139,0.0166,0.0097,0.0029,0.0029,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.016037767924496224,0.010124228365658293,0.0981638418079096,0.17469879518072287,False,False,False,False,False,False,False,False,0.9068730793362537,0.15116645917807164,-0.5964956734072544,0.027954643096743458,-1.1215317046046465,1.0675597399581331,False,False,,True
1684,88,2,5.75,2.35,0.275,-0.45,66.9,0.091122869,0.013790576,0.042960113,0.010377379,0.0856,0.0073,0.0117,0.0117,0.0416,0.0088,0.0055,0.0055,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.013790576492663386,0.010377379245262264,0.1366822429906542,0.13221153846153846,False,False,False,False,False,False,False,False,1.1676252695842066,0.0800741794482939,0.4006953991115488,0.016515774597625127,2.417202340738095,1.0690087689911862,False,False,,True
1685,88,3,5.75,2.35,0.275,-0.45,82.01,0.052069656,0.00813941,-0.004666758,0.008421995,0.0527,0.006,0.0055,0.0055,0.0054,0.0073,0.0042,0.0042,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.008139410298049854,0.008421995013059555,0.10436432637571158,0.5753424657534246,False,False,False,False,False,False,False,False,1.4313445195605494,0.045922383364770246,0.8326913605588382,0.011441863139551822,-0.7173909661764243,1.1475885208612508,False,False,,True
1686,88,4,5.75,2.35,0.275,-0.45,97.1,0.043272029,0.005011986,0.027731032,0.005661272,0.036,0.0044,0.0024,0.0024,0.0175,0.0054,0.0017,0.0017,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.005011985634456667,0.005661271941887264,0.06666666666666667,0.09714285714285713,False,False,False,False,False,False,False,False,1.6947147036864945,0.034851179978584126,0.22921454792645485,0.01048416761627539,1.2392678634310201,1.032963590389818,False,False,,True
1687,88,5,5.75,2.35,0.275,-0.45,112.18,0.02346552,0.004477723,0.001647895,0.004933559,0.031,0.0039,0.0022,0.0022,0.0067,0.0047,0.0015,0.0015,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.004477722635447622,0.004933558553417604,0.07096774193548387,0.22388059701492538,False,False,False,False,False,False,False,False,1.957910354887239,0.029982918025916856,0.22714269214253585,0.008650760312669077,-0.3954063363285178,1.0339220476540671,False,False,,True
1688,88,6,5.75,2.35,0.275,-0.45,127.26,0.025196601,0.006087693,0.011772338,0.006352952,0.0269,0.0045,0.0041,0.0041,0.0179,0.0056,0.003,0.003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.0060876925020897695,0.006352952069707436,0.15241635687732344,0.1675977653631285,False,False,False,False,False,False,False,False,2.2211060060879837,0.02432095633982399,0.42364880606086497,0.005120544303319893,2.0115775400881657,1.1060420332219008,False,False,,True
1689,88,7,5.75,2.35,0.275,-0.45,142.32,0.042171415,0.016347783,-0.006230992,0.01006628,0.0339,0.0081,0.0142,0.0142,0.0011,0.0098,0.0023,0.0023,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.016347782724271814,0.01006628034578811,0.41887905604719766,0.23469387755102042,False,False,False,False,False,False,False,False,2.48395259143833,0.019695610565243313,0.8688878286635902,0.0021910189433619253,-0.10838352458745347,1.7211956891462437,False,False,,True
1690,88,8,5.75,2.35,0.275,-0.45,157.4,0.039423223,0.009202174,0.011305945,0.007648529,0.0195,0.0062,0.0068,0.0068,0.0022,0.0075,0.0015,0.0015,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.009202173656261872,0.0076485292703891775,0.3487179487179487,0.2,False,False,False,False,False,False,False,False,2.7471482426390743,0.0186455671487608,0.09285119833157865,0.0009009080816754294,0.16984859080737616,1.0458249858758513,False,False,,True
1691,88,9,5.75,2.35,0.275,-0.45,172.47,0.023881695,0.008381527,-0.002864207,0.009674709,0.0221,0.0068,0.0049,0.0049,-0.0128,0.0084,0.0048,0.0048,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.008381527307120105,0.009674709297958259,0.22171945701357465,0.37499999999999994,False,False,False,False,False,False,False,False,3.0101693609146207,0.01966344182569569,0.2907057490863815,0.000303467273790712,-1.354404237919175,1.123913107171313,False,False,,True
1692,88,10,5.75,2.35,0.275,-0.45,187.53,0.036639121,0.013146863,-0.006965596,0.010400961,0.0221,0.0072,0.011,0.011,-0.0011,0.0087,0.0057,0.0057,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.013146862743635836,0.010400961494015828,0.4977375565610859,0.6551724137931035,False,False,False,False,False,False,False,False,-3.0101693609146207,0.01966344182569569,0.1853338109492173,-0.000303467273790712,-0.07658260504738638,1.123913107171313,False,False,,True
1693,88,11,5.75,2.35,0.275,-0.45,202.6,0.010209285,0.005869412,0.003722984,0.005412947,0.015,0.0041,0.0042,0.0042,0.0033,0.0049,0.0023,0.0023,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.005869412236331676,0.005412947441089743,0.27999999999999997,0.46938775510204084,False,False,False,False,False,False,False,False,-2.7471482426390743,0.0186455671487608,-0.6211128136808541,-0.0009009080816754294,0.7760851416709296,1.2430378099173867,False,False,,True
1694,88,12,5.75,2.35,0.275,-0.45,217.68,0.023648079,0.005162364,-0.00816298,0.0053,0.0192,0.0037,0.0036,0.0036,-0.0089,0.0045,0.0028,0.0028,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.005162363799656123,0.0053,0.1875,0.3146067415730337,False,False,False,False,False,False,False,False,-2.48395259143833,0.019695610565243313,-0.09600457938983847,-0.0021910189433619253,-1.2658454823845424,1.0258130502730893,False,False,,True
1695,88,13,5.75,2.35,0.275,-0.45,232.74,0.009972126,0.009529428,-0.002055676,0.005923681,0.025,0.0045,0.0084,0.0084,0.0027,0.0055,0.0022,0.0022,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.009529428104561154,0.005923681287847954,0.33599999999999997,0.4,False,False,False,False,False,False,False,False,-2.2211060060879837,0.02432095633982399,0.07125754585954587,-0.005120544303319893,1.3202169264850945,1.0279201052248148,False,False,,True
1696,88,14,5.75,2.35,0.275,-0.45,247.82,0.025330654,0.004992995,0.005366852,0.005724509,0.0257,0.0042,0.0027,0.0027,0.0058,0.0051,0.0026,0.0026,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.004992995093127971,0.005724508712544684,0.10505836575875487,0.4482758620689655,False,False,False,False,False,False,False,False,-1.957910354887239,0.029982918025916856,-0.8577853464770238,-0.008650760312669077,2.524366899992953,1.166650506845014,False,False,,True
1697,88,15,5.75,2.35,0.275,-0.45,262.9,0.053107432,0.00796304,-0.027344295,0.006092618,0.0374,0.0046,0.0065,0.0065,-0.0189,0.0056,0.0024,0.0024,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.00796303962064738,0.006092618484691127,0.17379679144385024,0.12698412698412698,False,False,False,False,False,False,False,False,-1.6947147036864945,0.034851179978584126,0.3200812934305935,-0.01048416761627539,-1.381316162315268,1.0731343966827556,False,False,,True
1698,88,16,5.75,2.35,0.275,-0.45,277.99,0.042096038,0.006519202,0.004444094,0.005536244,0.0388,0.0043,0.0049,0.0049,-0.0038,0.0052,0.0019,0.0019,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.006519202405202649,0.005536244214266564,0.12628865979381443,0.3653846153846154,False,False,False,False,False,False,False,False,-1.4313445195605494,0.045922383364770246,-1.0925237355855415,-0.011441863139551822,1.3803334614212297,1.1835665815662435,False,False,,True
1699,88,17,5.75,2.35,0.275,-0.45,293.1,0.115275436,0.012140016,-0.02509777,0.009638465,0.0877,0.0073,0.0097,0.0097,-0.0212,0.0089,0.0037,0.0037,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.012140016474453402,0.009638464608017192,0.11060433295324971,0.17452830188679247,False,False,False,False,False,False,False,False,-1.167625269584206,0.08007417944829406,0.6281557004270281,-0.016515774597625217,-0.48599290373266346,1.0952344514080237,False,False,,True
1700,88,18,5.75,2.35,0.275,-0.45,308.04,0.150298039,0.016682026,-0.021430704,0.013109539,0.1421,0.0098,0.0135,0.0135,-0.0289,0.0119,0.0055,0.0055,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.016682026255823962,0.013109538512091111,0.09500351864883884,0.1903114186851211,False,False,False,False,False,False,False,False,-0.9068730793362533,0.1511664591780718,-0.543486686751051,-0.02795464309674351,-0.07211214203952125,1.0638033721187319,False,False,,True
1701,88,19,5.75,2.35,0.275,-0.45,321.2,0.244011028,0.03842317,-0.027331599,0.018529976,0.2365,0.0147,0.0355,0.0355,-0.0255,0.018,0.0044,0.0044,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.03842317009305713,0.01852997571504075,0.15010570824524314,0.17254901960784316,False,False,False,False,False,False,False,False,-0.6771877497738,0.2419092577211289,-0.14078114085923202,-0.03788580774227155,0.6684200741945934,1.0228721256707354,False,False,,True
1702,89,0,5.75,2.08,0.301,-0.12,7.48,0.265262047,0.069641654,-0.161021727,0.093680361,0.2349,0.061,0.0336,0.0336,0.0762,0.0751,0.056,0.056,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.06964165420206501,0.09368036080203791,0.14303959131545338,0.7349081364829396,False,False,False,False,False,False,False,False,0.13055062804917567,0.2156728364229034,0.2760871176510115,-0.007252405432091629,0.8908207090324979,1.0891496764079964,False,False,,True
1703,89,1,5.75,2.08,0.301,-0.12,22.43,0.238003786,0.077856856,-0.00416358,0.062898649,0.1849,0.048,0.0613,0.0613,-0.0121,0.059,0.0218,0.0218,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.07785685583171208,0.06289864863413204,0.3315305570578691,0.3694915254237288,False,False,False,False,False,False,False,False,0.39147735122232824,0.23532276956558904,-0.6476342902233049,-0.009791085175989958,-0.0367084965122304,1.2727029181481289,False,False,,True
1704,89,2,5.75,2.08,0.301,-0.12,37.4,0.236845098,0.119361342,0.16905512,0.079807581,0.2634,0.0533,0.1068,0.1068,0.0057,0.0645,0.047,0.047,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.119361342150631,0.0798075810935277,0.4054669703872437,0.7286821705426356,False,False,False,False,False,False,False,False,0.6527531402458794,0.2506759588851522,0.10660102245491172,0.019310192519927,-0.17053758970563226,1.0507589206856385,False,False,,True
1705,89,3,5.75,2.08,0.301,-0.12,52.37,0.173979821,0.084927086,0.058301529,0.09377505,0.2313,0.0606,0.0595,0.0595,0.0961,0.074,0.0576,0.0576,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.08492708637413625,0.0937750499866569,0.2572416774751405,0.5993756503642039,False,False,False,False,False,False,False,False,0.9140289292694305,0.22132135746646664,0.11749658394700643,0.08832325826838676,0.08292975298567995,1.045086667856017,False,False,,True
1706,89,4,5.75,2.08,0.301,-0.12,307.63,0.361682405,0.075359472,-0.167763355,0.124946749,0.2116,0.0713,0.0244,0.0244,-0.0638,0.088,0.0887,0.0887,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.07535947186651457,0.12494674865717795,0.11531190926275993,1.0079545454545455,False,False,False,False,False,False,False,False,-0.9140289292694305,0.22132135746646664,-0.128999808858616,-0.08832325826838676,0.1962696791388493,1.0459421430362317,False,False,,True
1707,89,5,5.75,2.08,0.301,-0.12,322.6,0.189465527,0.131307882,-0.065012466,0.074221628,0.2617,0.0576,0.118,0.118,-0.0541,0.0702,0.0241,0.0241,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.13130788247473948,0.07422162757579491,0.45089797478028276,0.3433048433048433,False,False,False,False,False,False,False,False,-0.6527531402458788,0.2506759588851522,0.08395566897492651,-0.019310192519926894,-0.46872870639418224,1.0439772571884265,False,False,,True
1708,89,6,5.75,2.08,0.301,-0.12,337.57,0.318351989,0.067740756,0.072991221,0.067329414,0.2614,0.054,0.0409,0.0409,0.059,0.0659,0.0138,0.0138,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.06774075582690231,0.06732941407735553,0.15646518745218055,0.2094081942336874,False,False,False,False,False,False,False,False,-0.39147735122232924,0.23532276956558912,0.38495629574972484,0.009791085175989906,0.7308680091508506,1.1108147353634756,False,False,,True
1709,89,7,5.75,2.08,0.301,-0.12,352.52,0.064866041,0.097889121,-0.097153456,0.08315684,0.1914,0.0482,0.0852,0.0852,-0.0529,0.0591,0.0585,0.0585,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.09788912094814213,0.08315683976679249,0.44514106583072105,0.9898477157360407,False,False,False,False,False,False,False,False,-0.13055062804917617,0.21567283642290347,-0.24796255383437646,0.007252405432091651,-0.7233608877006972,1.1268173271834039,False,False,,True
1710,90,0,5.75,2.1,0.304,-0.15,7.45,0.212631864,0.030901456,-0.001783742,0.030869078,0.2314,0.0249,0.0183,0.0183,0.0006,0.0303,0.0059,0.0059,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.030901456276363416,0.030869078379504627,0.0790838375108038,0.19471947194719472,False,False,False,False,False,False,False,False,0.13002702927357734,0.24363864937313473,-0.39605412973679505,0.014666238431131635,-0.45567406510169234,1.0528895824249556,False,False,,True
1711,90,1,5.75,2.1,0.304,-0.15,22.37,0.260112841,0.032671241,-0.007491044,0.033497761,0.2462,0.0246,0.0215,0.0215,-0.0215,0.0301,0.0147,0.0147,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.0326712411763006,0.03349776111921511,0.08732737611697806,0.48837209302325585,False,False,False,False,False,False,False,False,0.3904301536711316,0.2303516463114909,0.48508575486888245,0.021953246072894166,-1.2971985177829795,1.0688006964234078,False,False,,True
1712,90,2,5.75,2.1,0.304,-0.15,37.3,0.130537278,0.0274,0.037941722,0.02428868,0.1792,0.0176,0.021,0.021,0.0121,0.0215,0.0113,0.0113,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.0274,0.0242886804911259,0.11718750000000001,0.5255813953488372,False,False,False,False,False,False,False,False,0.6510078109938852,0.20226152452982624,-0.8416614791907386,0.016877418706207098,-0.19669321715325677,1.1286915431351912,False,False,,True
1713,90,3,5.75,2.1,0.304,-0.15,52.26,0.181555287,0.033477156,0.064393724,0.023613555,0.1731,0.0174,0.0286,0.0286,0.0317,0.0212,0.0104,0.0104,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.03347715639058969,0.023613555429032707,0.16522241478913924,0.3280757097791798,False,False,False,False,False,False,False,False,0.9121090670922365,0.1707482462852515,0.07024950647867943,0.0344101376758364,-0.11477042006576893,1.0137732232448213,False,False,,True
1714,90,4,5.75,2.1,0.304,-0.15,67.24,0.165101586,0.029720027,0.080045238,0.033818634,0.1519,0.0202,0.0218,0.0218,0.0428,0.0247,0.0231,0.0231,-2.68145,1.52545,2.27322,184.87084,3.92991,1.73505,0,0,0.021286175,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,False,False,0.029720026917888213,0.033818633916821654,0.14351547070441079,0.5397196261682243,False,False,False,False,False,False,False,False,1.1735593890409874,0.15723763385482367,-0.17959720795579062,0.0271829929183882,0.4617870467512816,1.0351391300515054,False,False,,True
