source_row,set,bin,k,Q2,xB,t,phi,dsig,dsig_err,delsig,delsig_err,exp d4sig (nb/Gev^4),d4sig_stat,d4sig_sys+,d4sig_sys-,exp del4sig (nb/GeV^4),del4sig_stat,del4sig_sys+,del4sig_sys-,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS,experiment,link,flag_xsec_systematic_missing,flag_xsec_diff_systematic_missing,xsec_total_err_recomputed,xsec_diff_total_err_recomputed,xsec_systematic_ratio,xsec_diff_systematic_ratio,flag_bad_kinematics,flag_xsec_nonpositive_or_missing,flag_xsec_error_nonpositive_or_missing,flag_xsec_systematic_anomaly,flag_xsec_diff_missing,flag_xsec_diff_error_nonpositive_or_missing,flag_xsec_diff_systematic_anomaly,flag_exact_duplicate,phi_centered_rad,local_xsec_prediction,local_xsec_pull,local_xsec_diff_prediction,local_xsec_diff_pull,local_xsec_multiplicative_ratio,flag_local_xsec_catastrophic_outlier,flag_local_xsec_diff_catastrophic_outlier,exclude_reason,common_valid
385,20,3,4.455,1.99,0.357,-0.242,52.5,0.142657533,0.009547883,0.0,0.0,0.1359,0.0085,0.0043488,0.0043488,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.009547882563165511,0.0,0.032,0.0,False,False,False,False,False,True,False,False,0.9162978572970231,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
386,20,4,4.455,1.99,0.357,-0.242,67.5,0.114634319,0.008276811,0.0,0.0,0.1094,0.0075,0.0035008,0.0035008,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.008276811018743873,0.0,0.032,0.0,False,False,False,False,False,True,False,False,1.1780972450961724,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
387,20,5,4.455,1.99,0.357,-0.242,82.5,0.102164641,0.007662535,0.0,0.0,0.0974,0.007,0.0031168,0.0031168,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.007662534974797831,0.0,0.032,0.0,False,False,False,False,False,True,False,False,1.4398966328953218,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
388,20,6,4.455,1.99,0.357,-0.242,97.5,0.07238273,0.006487455,0.0,0.0,0.0771,0.006,0.0024672,0.0024672,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.0064874552668977995,0.0,0.032,0.0,False,False,False,False,False,True,False,False,1.7016960206944713,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
389,20,7,4.455,1.99,0.357,-0.242,112.5,0.067046288,0.006095539,0.0,0.0,0.0675,0.0057,0.00216,0.00216,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.006095539352674216,0.0,0.032,0.0,False,False,False,False,False,True,False,False,1.9634954084936207,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
390,20,8,4.455,1.99,0.357,-0.242,127.5,0.066629541,0.005793672,0.0,0.0,0.0656,0.0054,0.0020992,0.0020992,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.00579367246571637,0.0,0.031999999999999994,0.0,False,False,False,False,False,True,False,False,2.2252947962927703,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
391,20,9,4.455,1.99,0.357,-0.242,142.5,0.049213532,0.00503299,0.0,0.0,0.0473,0.0048,0.0015136,0.0015136,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.00503298966420556,0.0,0.032,0.0,False,False,False,False,False,True,False,False,2.4870941840919194,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
392,20,10,4.455,1.99,0.357,-0.242,157.5,0.049058645,0.004927995,0.0,0.0,0.0463,0.0047,0.0014816,0.0014816,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.004927995389608233,0.0,0.032,0.0,False,False,False,False,False,True,False,False,2.748893571891069,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
393,20,11,4.455,1.99,0.357,-0.242,172.5,0.056337404,0.005081295,0.0,0.0,0.0521,0.0048,0.0016672,0.0016672,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.005081294701156389,0.0,0.032,0.0,False,False,False,False,False,True,False,False,3.0106929596902186,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
394,20,12,4.455,1.99,0.357,-0.242,187.5,0.05183676,0.005176894,0.0,0.0,0.0522,0.0049,0.0016704,0.0016704,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.005176894451309588,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-3.0106929596902186,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
395,20,13,4.455,1.99,0.357,-0.242,202.5,0.041508101,0.004674152,0.0,0.0,0.0395,0.0045,0.001264,0.001264,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.004674151901682272,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-2.748893571891069,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
396,20,14,4.455,1.99,0.357,-0.242,217.5,0.055261839,0.005382742,0.0,0.0,0.0538,0.0051,0.0017216,0.0017216,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.005382741546832804,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-2.4870941840919194,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
397,20,15,4.455,1.99,0.357,-0.242,232.5,0.064856454,0.006330424,0.0,0.0,0.0717,0.0059,0.0022944,0.0022944,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.006330424263823081,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-2.2252947962927703,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
398,20,16,4.455,1.99,0.357,-0.242,247.5,0.064360166,0.006063276,0.0,0.0,0.0646,0.0057,0.0020672,0.0020672,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.006063275998995922,0.0,0.031999999999999994,0.0,False,False,False,False,False,True,False,False,-1.9634954084936207,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
399,20,17,4.455,1.99,0.357,-0.242,262.5,0.082590793,0.006737412,0.0,0.0,0.0824,0.0062,0.0026368,0.0026368,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.006737411538565831,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-1.7016960206944713,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
400,20,18,4.455,1.99,0.357,-0.242,277.5,0.103523334,0.007378721,0.0,0.0,0.0966,0.0067,0.0030912,0.0030912,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.007378720582865298,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-1.4398966328953218,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
401,20,19,4.455,1.99,0.357,-0.242,292.5,0.108084133,0.008157794,0.0,0.0,0.1073,0.0074,0.0034336,0.0034336,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.00815779436857782,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-1.1780972450961724,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
402,20,20,4.455,1.99,0.357,-0.242,307.5,0.128891196,0.009686629,0.0,0.0,0.1331,0.0087,0.0042592,0.0042592,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.009686629168085253,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-0.9162978572970231,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
403,20,21,4.455,1.99,0.357,-0.242,322.5,0.186979235,0.011611177,0.0,0.0,0.1844,0.01,0.0059008,0.0059008,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.011611177401107953,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-0.6544984694978736,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
404,20,22,4.455,1.99,0.357,-0.242,337.5,0.212512923,0.012671985,0.0,0.0,0.1966,0.011,0.0062912,0.0062912,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.012671984747465568,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-0.39269908169872414,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
405,20,23,4.455,1.99,0.357,-0.242,352.5,0.270172767,0.015664406,0.0,0.0,0.2731,0.013,0.0087392,0.0087392,0.0,0.0,0.0,0.0,-2.51897,1.15367,2.03268,97.75515,2.90074,1.42655,0,0,0.01866535,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.015664406041724022,0.0,0.032,0.0,False,False,False,False,False,True,False,False,-0.1308996938995747,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
406,21,0,4.455,2.0,0.36,-0.304,22.5,0.232258012,0.020081863,0.0,0.0,0.2032,0.019,0.0065024,0.0065024,0.0,0.0,0.0,0.0,-2.48065,0.9791,1.89149,77.63035,2.59399,1.34102,0,0,0.016219655,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.020081862606840032,0.0,0.032,0.0,False,False,False,False,False,True,False,False,0.39269908169872414,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
407,21,1,4.455,2.0,0.36,-0.304,37.5,0.151749315,0.01187128,0.0,0.0,0.1395,0.011,0.004464,0.004464,0.0,0.0,0.0,0.0,-2.48065,0.9791,1.89149,77.63035,2.59399,1.34102,0,0,0.016219655,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.01187128030163554,0.0,0.032,0.0,False,False,False,False,False,True,False,False,0.6544984694978736,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
408,21,2,4.455,2.0,0.36,-0.304,52.5,0.107266194,0.00886048,0.0,0.0,0.1049,0.0082,0.0033568,0.0033568,0.0,0.0,0.0,0.0,-2.48065,0.9791,1.89149,77.63035,2.59399,1.34102,0,0,0.016219655,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.008860480023113872,0.0,0.032,0.0,False,False,False,False,False,True,False,False,0.9162978572970231,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
409,21,3,4.455,2.0,0.36,-0.304,67.5,0.086919191,0.007525054,0.0,0.0,0.0863,0.007,0.0027616,0.0027616,0.0,0.0,0.0,0.0,-2.48065,0.9791,1.89149,77.63035,2.59399,1.34102,0,0,0.016219655,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.007525053791169869,0.0,0.032,0.0,False,False,False,False,False,True,False,False,1.1780972450961724,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
410,21,4,4.455,2.0,0.36,-0.304,82.5,0.076482301,0.006800265,0.0,0.0,0.08,0.0063,0.00256,0.00256,0.0,0.0,0.0,0.0,-2.48065,0.9791,1.89149,77.63035,2.59399,1.34102,0,0,0.016219655,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,False,False,0.006800264700730406,0.0,0.032,0.0,False,False,False,False,False,True,False,False,1.4398966328953218,,,,,,False,False,xsec_diff_error_nonpositive_or_missing,False
