source_row,set,bin,k,q_squared,x_b,t,phi_deg,phi,unp_beam_unp_target_xsec,unp_beam_unp_target_xsec_err,unp_beam_unp_target_xsec_errstat,unp_beam_unp_target_xsec_errsyst_plus,unp_beam_unp_target_xsec_errsyst_minus,xsec_diff,xsec_diff_err,xsec_diff_errstat,xsec_diff_errsyst_plus,xsec_diff_errsyst_minus,bsa_from_central_values,experiment_year,experiment,link,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS
1638,85,21,5.75,2.35,0.275,-0.2,337.21,-0.39776053652950705,0.8258,0.10035955360602199,0.044,0.0902,0.0902,-0.0394,0.057373600200789215,0.0537,0.0202,0.0202,-0.04771131024461128,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82257,1.33608,2.1375,159.54423,3.85318,1.74587,0,0,0.012759193
1639,85,22,5.75,2.35,0.275,-0.2,352.39,-0.1328195560767687,0.9405,0.10057832768544125,0.0588,0.0816,0.0816,-0.0344,0.07402330714038653,0.0717,0.0184,0.0184,-0.03657628920786816,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82257,1.33608,2.1375,159.54423,3.85318,1.74587,0,0,0.012759193
1640,86,0,5.75,2.35,0.275,-0.26,23.32,0.40701078156507753,0.7787,0.07900158226263573,0.047,0.0635,0.0635,0.0115,0.0678305241023538,0.0573,0.0363,0.0363,0.01476820341594966,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1641,86,1,5.75,2.35,0.275,-0.26,37.74,0.6586872597026602,0.5176,0.047122181613333654,0.0263,0.0391,0.0391,0.1317,0.03390014749230451,0.0321,0.0109,0.0109,0.25444358578052556,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1642,86,2,5.75,2.35,0.275,-0.26,52.32,0.9131562646434331,0.2894,0.026707489586256513,0.0177,0.02,0.02,0.0209,0.029917386249470393,0.0216,0.0207,0.0207,0.07221838286109192,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1643,86,3,5.75,2.35,0.275,-0.26,67.02,1.1697196646865993,0.1906,0.022562136423663427,0.0163,0.0156,0.0156,0.06,0.02254706189284981,0.0199,0.0106,0.0106,0.3147953830010493,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1644,86,4,5.75,2.35,0.275,-0.26,82.08,1.4325662500369454,0.1383,0.018168654325513487,0.0139,0.0117,0.0117,0.0394,0.01739798838946618,0.017,0.0037,0.0037,0.2848879248011569,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1645,86,5,5.75,2.35,0.275,-0.26,97.15,1.6955873683124907,0.1026,0.013124404748406688,0.01,0.0085,0.0085,0.0215,0.01263843344722755,0.0122,0.0033,0.0033,0.20955165692007796,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1646,86,6,5.75,2.35,0.275,-0.26,112.21,1.9584339536628368,0.0914,0.01120714058089752,0.0092,0.0064,0.0064,0.0396,0.012801562404644208,0.0112,0.0062,0.0062,0.4332603938730854,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1647,86,7,5.75,2.35,0.275,-0.26,127.28,2.221455071938382,0.077,0.016011246047700347,0.0106,0.012,0.012,0.0013,0.013024976007655446,0.0129,0.0018,0.0018,0.016883116883116882,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1648,86,8,5.75,2.35,0.275,-0.26,142.34,2.484301657288729,0.0595,0.012167168939404104,0.011,0.0052,0.0052,0.0183,0.01366235704408284,0.0135,0.0021,0.0021,0.30756302521008405,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1649,86,9,5.75,2.35,0.275,-0.26,157.4,2.7471482426390743,0.042,0.009529428104561154,0.0084,0.0045,0.0045,0.0038,0.010911003620199198,0.0103,0.0036,0.0036,0.09047619047619047,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1650,86,10,5.75,2.35,0.275,-0.26,172.47,3.0101693609146207,0.0524,0.016883423823383693,0.0104,0.0133,0.0133,0.0052,0.013879841497654071,0.0127,0.0056,0.0056,0.09923664122137403,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1651,86,11,5.75,2.35,0.275,-0.26,187.53,-3.0101693609146207,0.0569,0.023926763257908497,0.012,0.0207,0.0207,-0.0213,0.016641213898030395,0.0147,0.0078,0.0078,-0.37434094903339193,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1652,86,12,5.75,2.35,0.275,-0.26,202.6,-2.7471482426390743,0.0572,0.013520724832641185,0.0091,0.01,0.01,-0.0212,0.012965338406690357,0.0111,0.0067,0.0067,-0.3706293706293706,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1653,86,13,5.75,2.35,0.275,-0.26,217.66,-2.484301657288729,0.0597,0.012452309022827854,0.0085,0.0091,0.0091,-0.0077,0.01108602724153247,0.0103,0.0041,0.0041,-0.12897822445561138,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1654,86,14,5.75,2.35,0.275,-0.26,232.72,-2.221455071938382,0.059,0.013159027319676784,0.009,0.0096,0.0096,-0.0172,0.012879829191413991,0.011,0.0067,0.0067,-0.29152542372881357,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1655,86,15,5.75,2.35,0.275,-0.26,247.79,-1.958433953662838,0.0886,0.012229881438509534,0.0106,0.0061,0.0061,-0.0226,0.014143903280212292,0.0129,0.0058,0.0058,-0.255079006772009,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1656,86,16,5.75,2.35,0.275,-0.26,262.85,-1.6955873683124907,0.0902,0.011640017182117903,0.0093,0.007,0.007,-0.0147,0.012048651376813923,0.0114,0.0039,0.0039,-0.1629711751662971,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1657,86,17,5.75,2.35,0.275,-0.26,277.92,-1.4325662500369454,0.1639,0.02002623279601034,0.0136,0.0147,0.0147,-0.0357,0.017365770930194837,0.0166,0.0051,0.0051,-0.21781574130567422,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1658,86,18,5.75,2.35,0.275,-0.26,292.98,-1.1697196646865993,0.1946,0.026260616900598506,0.0169,0.0201,0.0201,-0.0336,0.022246797522340156,0.0206,0.0084,0.0084,-0.1726618705035971,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1659,86,19,5.75,2.35,0.275,-0.26,307.68,-0.9131562646434331,0.3165,0.03333136660864658,0.0217,0.0253,0.0253,-0.0471,0.029516944286290883,0.0265,0.013,0.013,-0.14881516587677726,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1660,86,20,5.75,2.35,0.275,-0.26,322.26,-0.6586872597026602,0.4857,0.04821960182332492,0.0257,0.0408,0.0408,-0.105,0.0328347377026222,0.0314,0.0096,0.0096,-0.21618282890673254,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1661,86,21,5.75,2.35,0.275,-0.26,336.68,-0.40701078156507653,0.7429,0.10210396662226204,0.0401,0.0939,0.0939,-0.16,0.06395474962815506,0.049,0.0411,0.0411,-0.21537219006595773,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.82503,1.10946,1.9901,124.3842,3.40323,1.63022,0,0,0.010898522
1662,87,0,5.75,2.35,0.275,-0.34,38.16,0.6660176425610361,0.349,0.03180251562376788,0.0194,0.0252,0.0252,0.0242,0.02568462575160479,0.0237,0.0099,0.0099,0.06934097421203439,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1663,87,1,5.75,2.35,0.275,-0.34,52.21,0.9112364024662396,0.2235,0.02088276801575883,0.0128,0.0165,0.0165,0.0517,0.017623847480048162,0.0156,0.0082,0.0082,0.2313199105145414,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1664,87,2,5.75,2.35,0.275,-0.34,66.95,1.1684979342102035,0.1259,0.014458907289280197,0.0109,0.0095,0.0095,0.0343,0.014541320435228707,0.0132,0.0061,0.0061,0.2724384432088959,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1665,87,3,5.75,2.35,0.275,-0.34,82.04,1.4318681183361484,0.0863,0.012103718436910204,0.0095,0.0075,0.0075,0.0237,0.013497036711811967,0.0116,0.0069,0.0069,0.2746234067207416,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1666,87,4,5.75,2.35,0.275,-0.34,97.12,1.6950637695368929,0.0603,0.009970456358662828,0.007,0.0071,0.0071,0.0056,0.009897979591815695,0.0086,0.0049,0.0049,0.09286898839137644,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1667,87,5,5.75,2.35,0.275,-0.34,112.19,1.9580848878124384,0.0546,0.00796492310069595,0.0062,0.005,0.005,0.0141,0.00762954782408499,0.0075,0.0014,0.0014,0.2582417582417582,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1668,87,6,5.75,2.35,0.275,-0.34,127.26,2.2211060060879837,0.0523,0.008372574275573792,0.0073,0.0041,0.0041,0.0082,0.010018482919085104,0.0089,0.0046,0.0046,0.15678776290630977,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1669,87,7,5.75,2.35,0.275,-0.34,142.33,2.48412712436353,0.0293,0.007782030583337488,0.007,0.0034,0.0034,0.0187,0.009481033698917013,0.0085,0.0042,0.0042,0.6382252559726963,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1670,87,8,5.75,2.35,0.275,-0.34,157.4,2.7471482426390743,0.0393,0.009158602513484248,0.0078,0.0048,0.0048,-0.0022,0.010231813133555558,0.0095,0.0038,0.0038,-0.05597964376590331,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1671,87,9,5.75,2.35,0.275,-0.34,172.46,3.0099948279894213,0.0332,0.009217917335276988,0.0081,0.0044,0.0044,0.004,0.011046266337545914,0.0099,0.0049,0.0049,0.12048192771084337,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1672,87,10,5.75,2.35,0.275,-0.34,187.54,-3.0099948279894213,0.029,0.00954148835350125,0.008,0.0052,0.0052,0.0,0.010530906893520615,0.0097,0.0041,0.0041,0.0,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1673,87,11,5.75,2.35,0.275,-0.34,202.6,-2.7471482426390743,0.0284,0.006795586803212803,0.0057,0.0037,0.0037,0.0096,0.007915806970865321,0.0071,0.0035,0.0035,0.33802816901408445,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1674,87,12,5.75,2.35,0.275,-0.34,217.67,-2.48412712436353,0.0457,0.009052071586106684,0.0063,0.0065,0.0065,-0.0022,0.008095677859203638,0.0077,0.0025,0.0025,-0.04814004376367616,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1675,87,13,5.75,2.35,0.275,-0.34,232.74,-2.2211060060879837,0.042,0.009935793878699377,0.0064,0.0076,0.0076,-0.0062,0.00872066511224918,0.0078,0.0039,0.0039,-0.1476190476190476,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1676,87,14,5.75,2.35,0.275,-0.34,247.81,-1.9580848878124384,0.0616,0.009626006440887104,0.0079,0.0055,0.0055,-0.0049,0.01008811181539935,0.0096,0.0031,0.0031,-0.07954545454545454,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1677,87,15,5.75,2.35,0.275,-0.34,262.88,-1.6950637695368929,0.0801,0.011669190203266034,0.0081,0.0084,0.0084,-0.0333,0.011985407794480754,0.0098,0.0069,0.0069,-0.4157303370786517,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1678,87,16,5.75,2.35,0.275,-0.34,277.96,-1.4318681183361484,0.0944,0.014024621207005912,0.0087,0.011,0.011,-0.0066,0.011365298060323804,0.0106,0.0041,0.0041,-0.06991525423728814,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1679,87,17,5.75,2.35,0.275,-0.34,293.05,-1.1684979342102035,0.108,0.013612494260788506,0.0103,0.0089,0.0089,-0.022,0.013313526955694347,0.0126,0.0043,0.0043,-0.2037037037037037,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1680,87,18,5.75,2.35,0.275,-0.34,307.79,-0.911236402466239,0.2196,0.021996590644915864,0.0152,0.0159,0.0159,-0.0718,0.021609257275528926,0.0186,0.011,0.011,-0.32695810564663025,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1681,87,19,5.75,2.35,0.275,-0.34,321.84,-0.6660176425610366,0.3556,0.0308021103173143,0.0206,0.0229,0.0229,-0.0396,0.03203154694984306,0.0251,0.0199,0.0199,-0.11136107986501688,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.77812,0.86174,1.81615,95.76784,2.90015,1.48786,0,0,0.009037244
1682,88,0,5.75,2.35,0.275,-0.45,38.8,0.6771877497738,0.2577,0.023584104816592042,0.0145,0.0186,0.0186,0.066,0.01954942454396037,0.0177,0.0083,0.0083,0.2561117578579744,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1683,88,1,5.75,2.35,0.275,-0.45,51.96,0.9068730793362537,0.1416,0.016037767924496224,0.008,0.0139,0.0139,0.0166,0.010124228365658293,0.0097,0.0029,0.0029,0.1172316384180791,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1684,88,2,5.75,2.35,0.275,-0.45,66.9,1.1676252695842066,0.0856,0.013790576492663386,0.0073,0.0117,0.0117,0.0416,0.010377379245262264,0.0088,0.0055,0.0055,0.48598130841121495,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1685,88,3,5.75,2.35,0.275,-0.45,82.01,1.4313445195605494,0.0527,0.008139410298049854,0.006,0.0055,0.0055,0.0054,0.008421995013059555,0.0073,0.0042,0.0042,0.10246679316888047,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1686,88,4,5.75,2.35,0.275,-0.45,97.1,1.6947147036864945,0.036,0.005011985634456667,0.0044,0.0024,0.0024,0.0175,0.005661271941887264,0.0054,0.0017,0.0017,0.4861111111111112,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1687,88,5,5.75,2.35,0.275,-0.45,112.18,1.957910354887239,0.031,0.004477722635447622,0.0039,0.0022,0.0022,0.0067,0.004933558553417604,0.0047,0.0015,0.0015,0.2161290322580645,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1688,88,6,5.75,2.35,0.275,-0.45,127.26,2.2211060060879837,0.0269,0.0060876925020897695,0.0045,0.0041,0.0041,0.0179,0.006352952069707436,0.0056,0.003,0.003,0.6654275092936802,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1689,88,7,5.75,2.35,0.275,-0.45,142.32,2.48395259143833,0.0339,0.016347782724271814,0.0081,0.0142,0.0142,0.0011,0.01006628034578811,0.0098,0.0023,0.0023,0.032448377581120944,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1690,88,8,5.75,2.35,0.275,-0.45,157.4,2.7471482426390743,0.0195,0.009202173656261872,0.0062,0.0068,0.0068,0.0022,0.0076485292703891775,0.0075,0.0015,0.0015,0.11282051282051282,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1691,88,9,5.75,2.35,0.275,-0.45,172.47,3.0101693609146207,0.0221,0.008381527307120105,0.0068,0.0049,0.0049,-0.0128,0.009674709297958259,0.0084,0.0048,0.0048,-0.5791855203619909,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1692,88,10,5.75,2.35,0.275,-0.45,187.53,-3.0101693609146207,0.0221,0.013146862743635836,0.0072,0.011,0.011,-0.0011,0.010400961494015828,0.0087,0.0057,0.0057,-0.049773755656108594,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1693,88,11,5.75,2.35,0.275,-0.45,202.6,-2.7471482426390743,0.015,0.005869412236331676,0.0041,0.0042,0.0042,0.0033,0.005412947441089743,0.0049,0.0023,0.0023,0.22,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1694,88,12,5.75,2.35,0.275,-0.45,217.68,-2.48395259143833,0.0192,0.005162363799656123,0.0037,0.0036,0.0036,-0.0089,0.0053,0.0045,0.0028,0.0028,-0.4635416666666667,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1695,88,13,5.75,2.35,0.275,-0.45,232.74,-2.2211060060879837,0.025,0.009529428104561154,0.0045,0.0084,0.0084,0.0027,0.005923681287847954,0.0055,0.0022,0.0022,0.108,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1696,88,14,5.75,2.35,0.275,-0.45,247.82,-1.957910354887239,0.0257,0.004992995093127971,0.0042,0.0027,0.0027,0.0058,0.005724508712544684,0.0051,0.0026,0.0026,0.22568093385214005,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1697,88,15,5.75,2.35,0.275,-0.45,262.9,-1.6947147036864945,0.0374,0.00796303962064738,0.0046,0.0065,0.0065,-0.0189,0.006092618484691127,0.0056,0.0024,0.0024,-0.5053475935828877,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1698,88,16,5.75,2.35,0.275,-0.45,277.99,-1.4313445195605494,0.0388,0.006519202405202649,0.0043,0.0049,0.0049,-0.0038,0.005536244214266564,0.0052,0.0019,0.0019,-0.0979381443298969,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1699,88,17,5.75,2.35,0.275,-0.45,293.1,-1.167625269584206,0.0877,0.012140016474453402,0.0073,0.0097,0.0097,-0.0212,0.009638464608017192,0.0089,0.0037,0.0037,-0.24173318129988597,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1700,88,18,5.75,2.35,0.275,-0.45,308.04,-0.9068730793362533,0.1421,0.016682026255823962,0.0098,0.0135,0.0135,-0.0289,0.013109538512091111,0.0119,0.0055,0.0055,-0.20337790288529203,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1701,88,19,5.75,2.35,0.275,-0.45,321.2,-0.6771877497738,0.2365,0.03842317009305713,0.0147,0.0355,0.0355,-0.0255,0.01852997571504075,0.018,0.0044,0.0044,-0.10782241014799154,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.6597,0.5989,1.61191,72.3575,2.34833,1.31222,0,0,0.007204809
1702,89,0,5.75,2.08,0.301,-0.12,7.48,0.13055062804917567,0.2349,0.06964165420206501,0.061,0.0336,0.0336,0.0762,0.09368036080203791,0.0751,0.056,0.056,0.32439335887611753,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
1703,89,1,5.75,2.08,0.301,-0.12,22.43,0.39147735122232824,0.1849,0.07785685583171208,0.048,0.0613,0.0613,-0.0121,0.06289864863413204,0.059,0.0218,0.0218,-0.065440778799351,e1-DVCS1 Hall B,e1-DVCS1 Hall B,https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.115.212003,-2.65417,1.66931,2.36094,228.08591,4.21702,1.80295,0,0,0.023932057
