source_row,set,bin,k,q_squared,x_b,t,phi_deg,phi,unp_beam_unp_target_xsec,unp_beam_unp_target_xsec_err,unp_beam_unp_target_xsec_errstat,unp_beam_unp_target_xsec_errsyst_plus,unp_beam_unp_target_xsec_errsyst_minus,xsec_diff,xsec_diff_err,xsec_diff_errstat,xsec_diff_errsyst_plus,xsec_diff_errsyst_minus,bsa_from_central_values,experiment_year,experiment,link,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS
5458,298,14,5.88,2.417,0.365,-0.878,308.4,-0.9005898940290744,0.011281,0.001854759746301391,0.00144414,0.00116387,0.00116387,-0.00192245,0.0015310314236696777,0.00129079,0.000823358,0.000823358,-0.17041485683893273,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.86541,0.16663,1.07362,25.67953,1.08028,0.79524,0,0,0.00422614
5459,298,15,5.88,2.414,0.365,-0.885,323.6,-0.6352998477259355,0.0188441,0.001824678171760708,0.00131983,0.00125996,0.00125996,-0.0011307,0.0010906081373325618,0.00103586,0.000341204,0.000341204,-0.06000286561841638,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.85783,0.1617,1.06719,25.4597,1.0698,0.79028,0,0,0.004209201
5460,298,16,5.88,2.404,0.364,-0.895,338.6,-0.3735004599267861,0.0420771,0.0042978605291470314,0.00189796,0.00385608,0.00385608,-0.00328128,0.0041071424219887975,0.00144256,0.00384547,0.00384547,-0.07798256058521144,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.84912,0.15373,1.0581,25.23605,1.05517,0.78345,0,0,0.004209285
5461,299,0,5.88,2.39,0.365,-1.413,21.1,0.36826447217080344,0.0142536,0.0012634283447588153,0.000922408,0.000863374,0.000863374,0.000201311,0.0007206889270968439,0.000684514,0.000225462,0.000225462,0.014123519672223158,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.36313,-0.0608,0.70982,15.1161,0.53246,0.49272,0,0,0.002597763
5462,299,1,5.88,2.407,0.365,-1.413,36.2,0.6318091892219471,0.00602503,0.0008139344472161133,0.000665934,0.000467997,0.000467997,0.00166365,0.0005278005776616771,0.000514284,0.000118682,0.000118682,0.2761231064409638,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.36313,-0.0608,0.70982,15.1161,0.53246,0.49272,0,0,0.00253686
5463,299,2,5.88,2.414,0.365,-1.409,51.5,0.8988445647770797,0.0030421,0.0009271682410199348,0.00053274,0.000758834,0.000758834,0.000600298,0.0006288113432342009,0.000421072,0.000467014,0.000467014,0.1973301337891588,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.36629,-0.05989,0.7118,15.16539,0.53516,0.49449,0,0,0.002520729
5464,299,3,5.88,2.418,0.365,-1.404,66.7,1.1641346110802175,0.00716478,0.0036159823884803423,0.00324587,0.00159363,0.00159363,0.00409416,0.0029552437826656534,0.00291991,0.000455622,0.000455622,0.5714285714285715,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37025,-0.05875,0.7143,15.2274,0.53855,0.49671,0,0,0.002517326
5465,299,4,5.88,2.419,0.364,-1.399,81.8,1.4276793281313618,0.00628135,0.005112512520170488,0.004794,0.00177633,0.00177633,-0.00125627,0.003695736770475408,0.00368985,0.000208512,0.000208512,-0.2,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37521,-0.05838,0.71681,15.34124,0.54134,0.49847,0,0,0.002517084
5466,299,5,5.88,2.438,0.363,-1.397,127.5,2.2252947962927703,0.00844439,0.006194887175929841,0.00611221,0.00100872,0.00100872,0.000645431,0.004985332867821766,0.00496997,0.000391078,0.000391078,0.0764331112134802,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37779,-0.05871,0.71782,15.41818,0.5421,0.4989,0,0,0.002449101
5467,299,6,5.88,2.425,0.367,-1.392,142.3,2.483603525587931,0.00530382,0.0027214814031312064,0.00270217,0.000323633,0.000323633,0.00156273,0.00241849634936028,0.00241601,0.000109637,0.000109637,0.294642352116022,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37782,-0.05435,0.72035,15.27554,0.54802,0.50297,0,0,0.002532972
5468,299,7,5.88,2.438,0.362,-1.4,201.8,-2.761110876655029,0.000881261,0.0005554795189473686,0.000495251,0.000251563,0.000251563,-0.000293754,0.00044440412459944607,0.000436219,8.49e-05,8.49e-05,-0.333333711579203,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37637,-0.06019,0.71631,15.4322,0.53942,0.49709,0,0,0.00243573
5469,299,8,5.88,2.425,0.367,-1.392,217.7,-2.483603525587931,0.0036361,0.0015353305285755246,0.00146671,0.000453874,0.000453874,-0.000213888,0.0011474618154609763,0.00107531,0.000400471,0.000400471,-0.058823464701190833,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37782,-0.05435,0.72035,15.27554,0.54802,0.50297,0,0,0.002532972
5470,299,9,5.88,2.428,0.366,-1.397,247.8,-1.9582594207376376,0.00314409,0.0012238796723943086,0.0010533,0.00062325,0.00062325,0.000880347,0.0008979469795021307,0.000795494,0.000416531,0.000416531,0.2800005725026955,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37483,-0.05633,0.71782,15.26378,0.54396,0.50028,0,0,0.00250472
5471,299,10,5.88,2.419,0.364,-1.399,278.2,-1.4276793281313618,0.00585016,0.003212657561235091,0.00311858,0.000771769,0.000771769,0.00265916,0.0025114773128188917,0.00250044,0.000235198,0.000235198,0.4545448329618335,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37521,-0.05838,0.71681,15.34124,0.54134,0.49847,0,0,0.002517084
5472,299,11,5.88,2.418,0.365,-1.404,293.3,-1.1641346110802175,0.00268221,0.001791896027051793,0.00176494,0.000309642,0.000309642,-0.000731512,0.0018961364082019521,0.00168497,0.000869603,0.000869603,-0.2727273405139792,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.37025,-0.05875,0.7143,15.2274,0.53855,0.49671,0,0,0.002517326
5473,299,12,5.88,2.414,0.365,-1.409,308.5,-0.8988445647770797,0.00361935,0.00100334911075358,0.000674555,0.000742755,0.000742755,-0.00102995,0.0006338637251349852,0.000553009,0.000309781,0.000309781,-0.2845676709906475,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.36629,-0.05989,0.7118,15.16539,0.53516,0.49449,0,0,0.002520729
5474,299,13,5.88,2.407,0.365,-1.413,323.8,-0.6318091892219471,0.00624532,0.000874893161237988,0.000657834,0.000576795,0.000576795,-0.00136875,0.0005647670101431209,0.000514785,0.000232289,0.000232289,-0.2191641100856321,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.36313,-0.0608,0.70982,15.1161,0.53246,0.49272,0,0,0.00253686
5475,299,14,5.88,2.39,0.365,-1.413,338.9,-0.36826447217080394,0.013887,0.0012631325551128829,0.000833985,0.000948669,0.000948669,-0.000481745,0.0007010845173415257,0.00061715,0.000332634,0.000332634,-0.03469035788867286,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-1.36313,-0.0608,0.70982,15.1161,0.53246,0.49272,0,0,0.002597763
5476,300,0,5.88,2.998,0.358,-0.171,7.5,0.1308996938995747,0.105865,0.031096030376239345,0.0287796,0.011777,0.011777,-0.0357059,0.025697115323648684,0.0254186,0.00377313,0.00377313,-0.33727766495064465,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.5149,1.39162,2.21468,134.89024,3.27976,1.51929,0,0,0.006589152
5477,300,1,5.88,2.998,0.358,-0.171,22.5,0.39269908169872414,0.101735,0.053863695649118803,0.0533828,0.00718153,0.00718153,0.0348806,0.05033160149786216,0.0502067,0.00354364,0.00354364,0.3428574236988253,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.5149,1.39162,2.21468,134.89024,3.27976,1.51929,0,0,0.006589152
5478,300,2,5.88,2.999,0.358,-0.171,37.4,0.6527531402458794,0.027318,0.019625250369422042,0.018282,0.00713575,0.00713575,0.0355134,0.019975644067486285,0.0189525,0.00631103,0.00631103,1.3,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.5149,1.39162,2.21468,134.89024,3.27976,1.51929,0,0,0.006582297
5479,300,3,5.88,2.999,0.358,-0.171,52.4,0.9145525280450287,0.0799349,0.029542129782911725,0.0286612,0.00716052,0.00716052,-0.026645,0.025306437621395863,0.0252587,0.00155366,0.00155366,-0.3333337503393386,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.5149,1.39162,2.21468,134.89024,3.27976,1.51929,0,0,0.006582297
5480,300,4,5.88,3.0,0.358,-0.17,67.4,1.1763519158441782,0.0554302,0.04870077061620381,0.0485934,0.00323211,0.00323211,-0.0307946,0.049428226253269494,0.0493956,0.00179562,0.00179562,-0.5555563573647578,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.51457,1.39532,2.21742,135.61846,3.28564,1.52068,0,0,0.006591127
5481,300,5,5.88,3.0,0.358,-0.17,292.6,-1.1763519158441778,0.054155,0.02949694129366806,0.0292711,0.00364311,0.00364311,0.0180517,0.026684667655161084,0.0266639,0.00105258,0.00105258,0.33333394885052164,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.51457,1.39532,2.21742,135.61846,3.28564,1.52068,0,0,0.006591127
5482,300,6,5.88,2.999,0.358,-0.171,307.6,-0.9145525280450283,0.664655,0.4885476294663704,0.48699,0.0389811,0.0389811,0.287789,0.39110718900691405,0.390716,0.0174883,0.0174883,0.43299004746823544,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.5149,1.39162,2.21468,134.89024,3.27976,1.51929,0,0,0.006582297
5483,300,7,5.88,2.998,0.358,-0.171,337.5,-0.39269908169872414,0.12698,0.03747452852332635,0.0364975,0.00850134,0.00850134,-0.0655717,0.03258733217031428,0.0320927,0.00565622,0.00565622,-0.5163939203024097,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.5149,1.39162,2.21468,134.89024,3.27976,1.51929,0,0,0.006589152
5484,301,0,5.88,3.049,0.363,-0.206,7.5,0.1308996938995747,0.106121,0.014330895641640825,0.00967946,0.010568,0.010568,0.013795,0.008375338855974725,0.00756682,0.0035902,0.0035902,0.12999312105992217,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50366,1.26609,2.12204,111.56767,3.0478,1.45738,0,0,0.005762662
5485,301,1,5.88,3.049,0.363,-0.206,22.4,0.3909537524467299,0.0733631,0.00888378713766826,0.00720645,0.00519507,0.00519507,0.00125407,0.00738952019812518,0.00582833,0.00454264,0.00454264,0.017094015928988824,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50366,1.26609,2.12204,111.56767,3.0478,1.45738,0,0,0.005762662
5486,301,2,5.88,3.049,0.364,-0.206,37.3,0.6510078109938852,0.0637033,0.007251156027179391,0.00570576,0.00447477,0.00447477,-0.00461942,0.0050768992082274,0.00456227,0.00222724,0.00222724,-0.07251461070305619,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50031,1.26561,2.12204,111.1932,3.041,1.45457,0,0,0.005762646
5487,301,3,5.88,3.05,0.364,-0.205,52.3,0.9128071987930345,0.0640428,0.007112935182749805,0.00577026,0.00415908,0.00415908,0.0114934,0.005276482352818021,0.0046409,0.00251064,0.00251064,0.1794643582104468,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.26893,2.1246,111.70205,3.04629,1.45588,0,0,0.005769663
5488,301,4,5.88,3.051,0.364,-0.205,67.3,1.174606586592184,0.0575083,0.006744553881799744,0.00561417,0.00373766,0.00373766,0.00506585,0.004700823051019896,0.00452129,0.00128673,0.00128673,0.0880890236713657,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.26893,2.1246,111.70205,3.04629,1.45588,0,0,0.005763764
5489,301,5,5.88,3.052,0.364,-0.204,82.3,1.4364059743913333,0.0801076,0.014998677388356614,0.0132274,0.0070708,0.0070708,0.0348893,0.011693517652887859,0.0110605,0.00379522,0.00379522,0.43553046152924313,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.27225,2.12717,112.21546,3.05159,1.45719,0,0,0.00577081
5490,301,6,5.88,3.053,0.364,-0.204,97.3,1.698205362190483,0.0447052,0.015944739310506145,0.0120992,0.0103848,0.0103848,0.0128029,0.014738049485939448,0.0106851,0.0101508,0.0101508,0.2863850290346537,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.27225,2.12717,112.21546,3.05159,1.45719,0,0,0.005764914
5491,301,7,5.88,3.053,0.364,-0.204,262.7,-1.698205362190483,0.0619388,0.012949685963080342,0.012132,0.00452868,0.00452868,-0.0180655,0.01012899163860352,0.0100605,0.00117593,0.00117593,-0.29166693574948177,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.27225,2.12717,112.21546,3.05159,1.45719,0,0,0.005764914
5492,301,8,5.88,3.052,0.364,-0.204,277.7,-1.4364059743913333,0.0550282,0.007924488193170584,0.00706879,0.00358186,0.00358186,-0.00396838,0.00579312140388064,0.00569265,0.00107424,0.00107424,-0.07211538811009627,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.27225,2.12717,112.21546,3.05159,1.45719,0,0,0.00577081
5493,301,9,5.88,3.05,0.364,-0.205,307.7,-0.9128071987930345,0.067887,0.008556061447003523,0.00692305,0.00502768,0.00502768,-0.0117768,0.006506407374457889,0.00562318,0.0032731,0.0032731,-0.17347651243978965,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50033,1.26893,2.1246,111.70205,3.04629,1.45588,0,0,0.005769663
5494,301,10,5.88,3.049,0.364,-0.206,322.7,-0.6510078109938852,0.0840841,0.009781588479423984,0.00693612,0.00689708,0.00689708,0.0129323,0.005621288690229314,0.00546083,0.0013335,0.0013335,0.1538019673160562,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50031,1.26561,2.12204,111.1932,3.041,1.45457,0,0,0.005762646
5495,301,11,5.88,3.049,0.363,-0.206,337.6,-0.3909537524467294,0.0936393,0.01002470745869923,0.00674378,0.00741729,0.00741729,-0.00982891,0.005371975367962888,0.00521874,0.00127392,0.00127392,-0.1049656501063122,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50366,1.26609,2.12204,111.56767,3.0478,1.45738,0,0,0.005762662
5496,301,12,5.88,3.049,0.363,-0.206,352.5,-0.1308996938995747,0.110533,0.012956138936399995,0.00954673,0.00875908,0.00875908,0.00686226,0.007666676767857114,0.00731272,0.00230262,0.00230262,0.06208335972062642,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.50366,1.26609,2.12204,111.56767,3.0478,1.45738,0,0,0.005762662
5497,302,0,5.88,3.059,0.364,-0.265,7.4,0.12915436464758048,0.116269,0.010582251937470588,0.00744659,0.0075188,0.0075188,0.011147,0.005814505953389334,0.00572176,0.00103438,0.00103438,0.0958725025587216,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48676,1.08477,1.97851,87.50361,2.7485,1.37947,0,0,0.005025085
5498,302,1,5.88,3.057,0.364,-0.265,22.3,0.3892084231947357,0.111541,0.010185947805256024,0.00758883,0.00679435,0.00679435,0.01209,0.006153613818822237,0.00575526,0.00217806,0.00217806,0.10839063662689057,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48676,1.08477,1.97851,87.50361,2.7485,1.37947,0,0,0.005035362
5499,302,2,5.88,3.055,0.364,-0.264,37.2,0.6492624817418904,0.0942425,0.008313432272996515,0.00619224,0.00554701,0.00554701,0.0204041,0.005209644173837595,0.00478972,0.00204914,0.00204914,0.2165063532907128,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48717,1.08761,1.98082,87.82295,2.75315,1.38071,0,0,0.005056068
5500,302,3,5.88,3.054,0.364,-0.264,52.2,0.9110618695410398,0.0656328,0.005937462973568761,0.00445332,0.00392701,0.00392701,0.0057232,0.003549082545864635,0.00348576,0.000667431,0.000667431,0.08720030228788045,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48717,1.08761,1.98082,87.82295,2.75315,1.38071,0,0,0.005061244
5501,302,4,5.88,3.053,0.364,-0.263,67.2,1.1728612573401893,0.0523187,0.005355767991334203,0.00407309,0.00347767,0.00347767,-0.00251284,0.0037117212185857926,0.00321142,0.00186109,0.00186109,-0.048029480854837756,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48758,1.09046,1.98313,88.14456,2.75782,1.38195,0,0,0.005076891
5502,302,5,5.88,3.054,0.365,-0.263,82.2,1.4346606451393387,0.0410116,0.004750605790465043,0.0036639,0.00302392,0.00302392,0.0124324,0.003186259449024828,0.00300613,0.00105614,0.00105614,0.3031435008631704,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48412,1.09034,1.98313,87.84933,2.75225,1.37947,0,0,0.005073114
5503,302,6,5.88,3.054,0.365,-0.263,97.2,1.696460032938488,0.0417018,0.0053139862174642494,0.00462455,0.00261763,0.00261763,0.00752259,0.004846710332844331,0.00369388,0.00313781,0.00313781,0.18039005510553502,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48412,1.09034,1.98313,87.84933,2.75225,1.37947,0,0,0.005073114
5504,302,7,5.88,3.055,0.365,-0.262,112.3,1.9600047499896323,0.0300631,0.004179484819663782,0.00368253,0.00197663,0.00197663,0.0121039,0.003880636350419864,0.00316759,0.00224181,0.00224181,0.4026164966354102,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48452,1.09319,1.98545,88.17214,2.7569,1.38071,0,0,0.005078381
5505,302,8,5.88,3.057,0.365,-0.262,127.3,2.221804137788782,0.0261877,0.007983815977194114,0.00365851,0.00709624,0.00709624,0.00700725,0.007835190666888713,0.00306581,0.00721048,0.00721048,0.267577908712869,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48452,1.09319,1.98545,88.17214,2.7569,1.38071,0,0,0.005068006
5506,302,9,5.88,3.058,0.365,-0.262,217.6,-2.4853488548399247,0.0260033,0.0074390995245997345,0.00720285,0.00185988,0.00185988,0.0137532,0.006623141141701571,0.0065387,0.00105423,0.00105423,0.5289021008871951,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48452,1.09319,1.98545,88.17214,2.7569,1.38071,0,0,0.005062828
5507,302,10,5.88,3.057,0.365,-0.262,232.7,-2.221804137788782,0.0320963,0.007364463328478186,0.00703853,0.00216666,0.00216666,-0.0149394,0.006365965008779109,0.00618713,0.00149831,0.00149831,-0.46545551979511657,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48452,1.09319,1.98545,88.17214,2.7569,1.38071,0,0,0.005068006
5508,302,11,5.88,3.055,0.365,-0.262,247.7,-1.9600047499896323,0.0395166,0.0058291762231725336,0.00488682,0.00317778,0.00317778,-0.0137222,0.0045990315755058695,0.00407817,0.00212594,0.00212594,-0.3472515347980343,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48452,1.09319,1.98545,88.17214,2.7569,1.38071,0,0,0.005078381
5509,302,12,5.88,3.054,0.365,-0.263,262.8,-1.696460032938488,0.0340699,0.0035538715718213564,0.00288371,0.00207707,0.00207707,-0.00237659,0.002469106536647619,0.00229183,0.000918696,0.000918696,-0.0697562951461554,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48412,1.09034,1.98313,87.84933,2.75225,1.37947,0,0,0.005073114
5510,302,13,5.88,3.054,0.365,-0.263,277.8,-1.4346606451393387,0.0587737,0.006706867104878402,0.0054334,0.00393195,0.00393195,-0.00874269,0.004834413914943568,0.00423357,0.00233419,0.00233419,-0.14875173759691834,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48412,1.09034,1.98313,87.84933,2.75225,1.37947,0,0,0.005073114
5511,302,14,5.88,3.053,0.364,-0.263,292.8,-1.1728612573401893,0.0489163,0.007521288219567177,0.00463827,0.00592083,0.00592083,-0.00699181,0.003909458205352758,0.00368813,0.00129675,0.00129675,-0.14293415487271113,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48758,1.09046,1.98313,88.14456,2.75782,1.38195,0,0,0.005076891
5512,302,15,5.88,3.054,0.364,-0.264,307.8,-0.9110618695410398,0.086787,0.010048104003173932,0.00819075,0.00582031,0.00582031,-0.0076486,0.007302744508155821,0.00635683,0.00359455,0.00359455,-0.08813071082074504,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48717,1.08761,1.98082,87.82295,2.75315,1.38071,0,0,0.005061244
5513,302,16,5.88,3.055,0.364,-0.264,322.8,-0.6492624817418904,0.0796732,0.007017007495799046,0.00482005,0.00509956,0.00509956,-0.00957585,0.0038978476292051236,0.00370037,0.00122494,0.00122494,-0.12018909746313691,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48717,1.08761,1.98082,87.82295,2.75315,1.38071,0,0,0.005056068
5514,302,17,5.88,3.057,0.364,-0.265,337.7,-0.3892084231947347,0.107985,0.010488693757384662,0.00576829,0.00876011,0.00876011,-0.00992537,0.004543294261711428,0.00436886,0.00124683,0.00124683,-0.09191433995462332,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48676,1.08477,1.97851,87.50361,2.7485,1.37947,0,0,0.005035362
5515,302,18,5.88,3.059,0.364,-0.265,352.6,-0.12915436464757998,0.154979,0.013340246622382961,0.00958522,0.00927824,0.00927824,0.00922124,0.007325228833292514,0.00725251,0.0010296,0.0010296,0.059499932248885334,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.48676,1.08477,1.97851,87.50361,2.7485,1.37947,0,0,0.005025085
5516,303,0,5.88,3.038,0.364,-0.343,7.5,0.1308996938995747,0.120453,0.01098839093576489,0.00624184,0.00904346,0.00904346,0.00928855,0.004904718740967723,0.00475116,0.00121768,0.00121768,0.07711347994653515,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.43996,0.88403,1.81008,68.02642,2.41396,1.28611,0,0,0.004408347
5517,303,1,5.88,3.057,0.364,-0.344,22.3,0.3892084231947357,0.114373,0.012397531588279984,0.00697882,0.0102467,0.0102467,0.0101638,0.005611716215579687,0.00536651,0.00164071,0.00164071,0.08886537906673778,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.4392,0.8817,1.80806,67.83103,2.41001,1.28495,0,0,0.004315076
5518,303,2,5.88,3.057,0.364,-0.343,37.1,0.6475171524898962,0.0674475,0.006710598706114083,0.00435413,0.00510624,0.00510624,0.0157315,0.0037582062330319232,0.00340518,0.00159024,0.00159024,0.23324066866822343,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.43996,0.88403,1.81008,68.02642,2.41396,1.28611,0,0,0.004323106
5519,303,3,5.88,3.054,0.364,-0.343,52.1,0.9093165402890456,0.0584087,0.0052560001777777745,0.00387808,0.00354768,0.00354768,0.0169316,0.0037383730606374748,0.00310734,0.00207843,0.00207843,0.28988147313670737,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.43996,0.88403,1.81008,68.02642,2.41396,1.28611,0,0,0.004336414
5520,303,4,5.88,3.053,0.365,-0.342,67.1,1.171115928088195,0.0343086,0.0046911322475496255,0.00281346,0.00375382,0.00375382,0.00702183,0.0028058833106171755,0.00234378,0.00154262,0.00154262,0.20466675993774153,e1-DVCS2 Hall B,e1-DVCS2 Hall B,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.98.045203,-2.43724,0.88663,1.8121,67.9944,2.41369,1.2852,0,0,0.004351549
