set,experiment,n_common,k,q_squared,x_b,t,xsec_surrogate_chi2,diff_surrogate_chi2,max_phi_gap_deg,both_phi_signs,interpolation_selected,interpolation_exclusion_reason,local_bkm_chi2,local_bkm_chi2_xsec,local_bkm_chi2_diff,local_jac_condition,extraction_selected,extraction_exclusion_reason
278,e1-DVCS2 Hall B,17,5.88,2.29735294117647,0.3344117647058824,-0.26341176470588235,2.4213557656347398,2.0004746243510736,105.39999999999996,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
279,e1-DVCS2 Hall B,14,5.88,2.2967857142857144,0.3342857142857142,-0.3427142857142858,2.6035146521043897,2.67712979342981,165.69999999999996,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
280,e1-DVCS2 Hall B,14,5.88,2.2965714285714287,0.3344285714285714,-0.45100000000000007,1.79049861856284,1.8567741966060325,165.79999999999995,True,False,angular_gap_too_large,,,,,False,
281,e1-DVCS2 Hall B,19,5.879999999999999,2.2957894736842106,0.3347894736842105,-0.6079473684210526,1.2938415325491701,1.6690659258590792,45.2,True,True,,0.5958642567690077,1.0962984375262097,0.09543007601180611,1.688836269697195,True,
282,e1-DVCS2 Hall B,16,5.88,2.29625,0.3349375,-0.872125,1.0672698093319701,1.1406369786693777,58.39999999999998,True,True,,0.3635894670579376,0.706927217953642,0.020251716162233178,1.6095377777729993,True,
283,e1-DVCS2 Hall B,18,5.879999999999999,2.2855555555555553,0.33461111111111114,-1.4262777777777778,1.1670189857659166,1.3514501971628157,60.69999999999999,True,True,,0.8326623188526979,1.644847317756513,0.020477319948883174,1.5754230203161954,True,
284,e1-DVCS2 Hall B,14,5.88,2.8438571428571433,0.3324285714285714,-0.15828571428571428,2.310172152631044,2.5107376653824653,165.39999999999998,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
285,e1-DVCS2 Hall B,20,5.879999999999999,2.859,0.3343999999999999,-0.2041,2.039852291496736,1.5294359208030825,75.20000000000006,True,False,xsec_surrogate_closure,,,,,False,
286,e1-DVCS2 Hall B,24,5.88,2.8577500000000007,0.3345833333333334,-0.2628333333333333,3.500357847144875,2.6008394344423764,15.10000000000004,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
287,e1-DVCS2 Hall B,22,5.879999999999999,2.848181818181818,0.3348181818181818,-0.34149999999999997,2.2829725245480357,2.3414176554506123,30.200000000000003,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
288,e1-DVCS2 Hall B,22,5.879999999999999,2.8468181818181812,0.3349090909090909,-0.448,2.455893164205695,2.0141960041831797,45.599999999999966,True,False,xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
289,e1-DVCS2 Hall B,19,5.879999999999999,2.853105263157895,0.335,-0.6061578947368421,1.6402094929742645,1.1413650981059142,73.60000000000002,True,True,,0.13252672260256118,0.13749259354083654,0.1275608516642858,1.9787344843035928,True,
290,e1-DVCS2 Hall B,12,5.88,2.845666666666667,0.335,-0.8703333333333333,2.985124788699736,1.6210522215911827,120.49999999999999,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
291,e1-DVCS2 Hall B,14,5.88,2.8284285714285713,0.3350714285714286,-1.4292142857142858,1.9695447828315147,0.8319493862502803,90.30000000000003,True,False,angular_gap_too_large,,,,,False,
292,e1-DVCS2 Hall B,9,5.88,2.3875555555555557,0.359,-0.16944444444444443,5.902904864776145,1.5302094871890324,210.20000000000005,True,False,too_few_common_phi_points;angular_gap_too_large;xsec_surrogate_closure,,,,,False,
293,e1-DVCS2 Hall B,15,5.879999999999999,2.419399999999999,0.36419999999999997,-0.20486666666666667,1.7479138327948247,1.6388340914607267,150.39999999999995,True,False,angular_gap_too_large,,,,,False,
294,e1-DVCS2 Hall B,13,5.88,2.4205384615384617,0.3642307692307692,-0.263923076923077,3.0992621815872523,2.8319206286494656,165.60000000000005,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
295,e1-DVCS2 Hall B,14,5.88,2.4210000000000003,0.36428571428571427,-0.3428571428571429,3.1383067850487527,1.6179474056149477,165.60000000000005,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
296,e1-DVCS2 Hall B,15,5.879999999999999,2.4214,0.36446666666666666,-0.45066666666666666,2.9040445220134044,1.2855364325750416,75.39999999999999,True,False,xsec_surrogate_closure,,,,,False,
297,e1-DVCS2 Hall B,20,5.879999999999999,2.4221999999999997,0.36469999999999997,-0.6096999999999999,2.785437007401858,1.3531927721053527,45.2,True,False,xsec_surrogate_closure,,,,,False,
298,e1-DVCS2 Hall B,17,5.88,2.4210588235294117,0.3649411764705882,-0.8754117647058822,0.96052156990335,0.4856301468897365,45.39999999999998,True,True,,0.23615152435138206,0.4522652029555479,0.020037845747216246,1.5614446971286315,True,
299,e1-DVCS2 Hall B,15,5.879999999999999,2.4166666666666665,0.36486666666666673,-1.4036,0.9249341098922372,0.8635155586378415,59.500000000000014,True,True,,0.6117424058111437,1.1645751120527008,0.058909699569586645,1.518449614592405,True,
300,e1-DVCS2 Hall B,8,5.88,2.998875,0.358,-0.17075,1.2532220599888337,1.5145679981843978,225.20000000000002,True,False,too_few_common_phi_points;angular_gap_too_large,,,,,False,
301,e1-DVCS2 Hall B,13,5.88,3.0503846153846155,0.36369230769230765,-0.20515384615384613,1.208807907439718,2.265933590695916,165.39999999999998,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
302,e1-DVCS2 Hall B,19,5.879999999999999,3.055473684210526,0.3644736842105263,-0.26336842105263153,1.4255574859610467,2.4216398312443643,90.30000000000001,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
303,e1-DVCS2 Hall B,23,5.879999999999999,3.0536086956521733,0.36465217391304355,-0.34195652173913044,0.8669954224705573,1.6052223877535148,30.100000000000037,True,True,,0.12358764093643303,0.0695194286819604,0.17765585319090563,1.9226952816668017,True,
304,e1-DVCS2 Hall B,23,5.879999999999999,3.040826086956522,0.36482608695652174,-0.44856521739130434,4.014733831654994,1.0723954272207528,30.09999999999996,True,False,xsec_surrogate_closure,,,,,False,
305,e1-DVCS2 Hall B,20,5.879999999999999,3.0394499999999995,0.36500000000000005,-0.6067,1.8281269903500792,1.5695279283407058,45.79999999999999,True,True,,0.25763268253720384,0.33988881079075706,0.17537655428365057,1.9705752413228812,True,
306,e1-DVCS2 Hall B,12,5.88,3.0428333333333337,0.36500000000000005,-0.8715833333333335,2.9758064878798582,0.7130296754944818,105.5,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
307,e1-DVCS2 Hall B,11,5.880000000000001,3.0212727272727276,0.36527272727272736,-1.4031818181818183,1.0682597734029355,1.5723034052698894,105.30000000000001,True,False,too_few_common_phi_points;angular_gap_too_large,,,,,False,
308,e1-DVCS2 Hall B,10,5.880000000000001,2.5161,0.392,-0.213,1.0928693903228233,1.7400521594370566,210.20000000000005,True,False,too_few_common_phi_points;angular_gap_too_large,,,,,False,
309,e1-DVCS2 Hall B,13,5.88,2.5528461538461538,0.3986153846153846,-0.26423076923076927,7.275632279848123,1.271224443503299,165.39999999999998,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
310,e1-DVCS2 Hall B,13,5.88,2.5543076923076926,0.3986923076923077,-0.34292307692307694,1.7454176546734839,1.936162127502158,165.60000000000005,True,False,angular_gap_too_large,,,,,False,
311,e1-DVCS2 Hall B,13,5.88,2.553692307692308,0.3987692307692307,-0.4515384615384615,2.1174436878436746,1.8973029507623147,165.69999999999996,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
312,e1-DVCS2 Hall B,12,5.88,2.5525833333333336,0.3988333333333333,-0.6131666666666667,1.7875947974910809,1.9817769182874805,120.49999999999999,True,False,angular_gap_too_large,,,,,False,
313,e1-DVCS2 Hall B,16,5.88,2.5495,0.3995,-0.8785000000000001,1.0147145169696627,1.501777283252102,60.5,True,True,,0.8141184661100054,1.5650391077712218,0.0631978244487888,1.3364807131445986,True,
314,e1-DVCS2 Hall B,11,5.880000000000001,2.549181818181818,0.4003636363636364,-1.4136363636363638,0.45238003537975735,0.20598935858915832,75.79999999999997,True,False,too_few_common_phi_points,,,,,False,
315,e1-DVCS2 Hall B,8,5.88,3.203875,0.390625,-0.215,2.1727261575383543,1.0166203776148757,225.20000000000002,True,False,too_few_common_phi_points;angular_gap_too_large;xsec_surrogate_closure,,,,,False,
316,e1-DVCS2 Hall B,13,5.88,3.265307692307692,0.39838461538461534,-0.2648461538461539,1.129799784737767,3.580398483560082,180.4,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
317,e1-DVCS2 Hall B,17,5.88,3.2718235294117646,0.39894117647058824,-0.3427647058823529,1.2251960122535674,2.621636971469021,120.39999999999993,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
318,e1-DVCS2 Hall B,24,5.88,3.270416666666667,0.3995,-0.4491666666666667,2.650386662801838,1.3983263214454984,15.100000000000028,True,False,xsec_surrogate_closure,,,,,False,
319,e1-DVCS2 Hall B,22,5.879999999999999,3.253045454545455,0.39972727272727276,-0.6073636363636363,2.9620504936158167,1.540459576403524,30.200000000000003,True,False,xsec_surrogate_closure,,,,,False,
320,e1-DVCS2 Hall B,17,5.88,3.25,0.39970588235294124,-0.8732941176470588,1.9414350141574555,1.1778113986556018,60.199999999999996,True,True,,0.12470091309025684,0.1811111148442177,0.06829071133629591,1.9563912346864245,True,
321,e1-DVCS2 Hall B,15,5.879999999999999,3.2431333333333328,0.39926666666666677,-1.4042666666666668,1.0026928785075633,0.8081304585337651,75.20000000000005,True,True,,0.49178818673717006,0.919132632765534,0.06444374070880617,1.7013996286744857,True,
322,e1-DVCS2 Hall B,9,5.88,2.846222222222222,0.4323333333333333,-0.27566666666666667,1.9323870421702172,1.1472460718649027,210.20000000000002,True,False,too_few_common_phi_points;angular_gap_too_large,,,,,False,
323,e1-DVCS2 Hall B,10,5.880000000000001,2.9829000000000003,0.4466,-0.3458,2.148192086379587,0.8408020121326661,195.4,True,False,too_few_common_phi_points;angular_gap_too_large;xsec_surrogate_closure,,,,,False,
324,e1-DVCS2 Hall B,14,5.88,3.077571428571429,0.4581428571428572,-0.4522857142857143,1.1215645261126301,2.778435609383409,165.39999999999998,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
325,e1-DVCS2 Hall B,16,5.88,3.1119375,0.46243750000000006,-0.6115625,1.7703891853180598,2.5174183670208383,105.39999999999996,True,False,angular_gap_too_large;diff_surrogate_closure,,,,,False,
326,e1-DVCS2 Hall B,15,5.879999999999999,3.104733333333334,0.4624666666666667,-0.8859333333333336,1.583153438802987,1.5458161384361546,120.69999999999995,True,False,angular_gap_too_large,,,,,False,
327,e1-DVCS2 Hall B,13,5.88,3.120076923076923,0.4643846153846154,-1.4253076923076924,0.5954521222805708,0.913642875508881,135.70000000000002,True,False,angular_gap_too_large,,,,,False,
328,e1-DVCS2 Hall B,10,5.880000000000001,3.5881999999999996,0.429,-0.277,0.9065366098561858,1.0281702779342659,225.20000000000002,True,False,too_few_common_phi_points;angular_gap_too_large,,,,,False,
329,e1-DVCS2 Hall B,14,5.88,3.7132857142857145,0.4477142857142858,-0.3459999999999999,0.9274124885395684,1.823006277040548,165.39999999999998,True,False,angular_gap_too_large,,,,,False,
330,e1-DVCS2 Hall B,16,5.88,3.844,0.46925,-0.454,3.1134657459203607,2.342829086028291,135.39999999999992,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
331,e1-DVCS2 Hall B,16,5.88,3.9388750000000003,0.48487499999999994,-0.612125,2.2544971354986973,1.8894574437170715,135.39999999999992,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
332,e1-DVCS2 Hall B,16,5.88,3.972625,0.491875,-0.87775,2.471028689128373,2.174940819249419,135.60000000000002,True,False,angular_gap_too_large;xsec_surrogate_closure;diff_surrogate_closure,,,,,False,
333,e1-DVCS2 Hall B,12,5.88,3.9894999999999996,0.49599999999999994,-1.4213333333333333,2.7683498523705503,1.3516538814344463,150.5,True,False,angular_gap_too_large;xsec_surrogate_closure,,,,,False,
334,E12-06-114 Hall A,24,7.383,3.167,0.363,-0.210832279,1.9729339720746084,0.8388674215661963,15.000000000000009,True,True,,0.44515024589955493,0.5334681900709343,0.3568323017281756,1.5202906660224165,True,
335,E12-06-114 Hall A,24,7.383,3.169,0.363,-0.296641104,1.8853437782872933,0.6002977697719417,15.000000000000009,True,True,,0.4317231111780441,0.369887451842737,0.49355877051335123,1.7306382535013785,True,
336,E12-06-114 Hall A,24,7.383,3.18,0.365,-0.384877942,1.9476804930976994,0.8339423352932073,15.000000000000009,True,True,,0.3656951865375913,0.2973937220488923,0.43399665102629026,2.2424239983874843,True,
337,E12-06-114 Hall A,24,7.383,3.1839999999999997,0.365,-0.47089589,1.4811054506867363,0.3552830144256094,15.000000000000009,True,True,,0.4553090817649243,0.3254723730478513,0.5851457904819973,3.38933433240793,True,
338,E12-06-114 Hall A,24,7.383,3.18,0.36400000000000005,-0.585781369,2.0291058328377125,0.630694482746148,15.000000000000009,True,False,xsec_surrogate_closure,,,,,False,
339,E12-06-114 Hall A,24,8.521,3.65,0.367,-0.20459426300000003,1.6566709812954536,1.1942999729888928,15.000000000000009,True,True,,0.19261151867355006,0.1531542388660484,0.23206879848105175,1.4996430652526993,True,
340,E12-06-114 Hall A,24,8.521,3.653,0.367,-0.265805007,1.745278478054776,0.39613935887536583,15.000000000000009,True,True,,0.1528912122719617,0.22430417900591823,0.0814782455380052,1.5227531975912385,True,
341,E12-06-114 Hall A,24,8.521,3.669,0.369,-0.330337229,1.0144180660160835,0.6077332589688825,15.000000000000009,True,True,,0.19283265257648083,0.28036130361550754,0.10530400153745405,1.8469168785267451,True,
342,E12-06-114 Hall A,24,8.521,3.6779999999999995,0.36999999999999994,-0.39251536699999995,1.1308744908272534,0.6861471690954767,15.000000000000009,True,True,,0.2439304423815265,0.32764057044072087,0.16022031432233216,2.493627312038016,True,
343,E12-06-114 Hall A,24,8.521,3.679,0.36999999999999994,-0.480519034,1.07487623417341,0.5571718145238874,15.000000000000009,True,True,,0.8243730580558367,0.776282646957077,0.8724634691545966,3.8505277434140113,True,
344,E12-06-114 Hall A,24,10.591,4.532,0.369,-0.20942249999999998,0.9153414636234819,0.7713826785552115,15.000000000000009,True,True,,0.07331876961422097,0.06545368943952068,0.08118384978892128,1.2293975039878955,True,
345,E12-06-114 Hall A,24,10.591,4.55,0.36999999999999994,-0.27194461,1.9061701036488163,0.9247053116124689,15.000000000000009,True,True,,0.15414941877620028,0.20051821758904356,0.10778061996335701,1.5028246682284963,True,
346,E12-06-114 Hall A,24,10.591,4.574,0.37200000000000005,-0.335577073,1.1503438414378977,0.33506020072283776,15.000000000000009,True,True,,0.20405073533941454,0.27261933669071353,0.13548213398811557,1.8958679925331252,True,
347,E12-06-114 Hall A,24,10.591,4.585,0.373,-0.398799717,0.979958569603539,0.8528758710915606,15.000000000000009,True,True,,0.1697779791159543,0.2716451669918759,0.06791079124003274,2.3533355580231996,True,
348,E12-06-114 Hall A,24,10.591,4.568,0.371,-0.483372835,0.878111622833082,0.8477607767416225,15.000000000000009,True,True,,0.3142413544058188,0.4411904169529957,0.18729229185864185,3.4911915620289613,True,
349,E12-06-114 Hall A,24,4.487,2.7069999999999994,0.48299999999999993,-0.34805523,0.7297300804931816,0.6063244237803818,15.000000000000009,True,True,,0.41453321434506574,0.11632996229826505,0.7127364663918665,3.1374711196507294,True,
350,E12-06-114 Hall A,24,4.487,2.708,0.48299999999999993,-0.390576327,0.8739900361769622,1.1129919353295514,15.000000000000009,True,True,,0.2464546490698687,0.10250161774857587,0.3904076803911615,2.4720687435206794,True,
351,E12-06-114 Hall A,24,4.487,2.7129999999999996,0.484,-0.435055174,0.6777977022430112,0.49379798187140206,15.000000000000009,True,True,,0.2630743057171161,0.168748436820321,0.3574001746139112,2.8174556390472465,True,
352,E12-06-114 Hall A,24,4.487,2.715,0.48500000000000004,-0.47977747,0.9432883928764673,0.7493218606857915,15.000000000000009,True,True,,0.28235186843045096,0.2813859876012727,0.28331774925962927,3.27137453660544,True,
353,E12-06-114 Hall A,22,4.486999999999998,2.7169999999999996,0.4849999999999998,-0.5398202540000001,2.7287448717285883,0.9317861015570409,45.0,True,False,xsec_surrogate_closure,,,,,False,
354,E12-06-114 Hall A,24,8.851,4.497,0.49700000000000005,-0.40974398900000003,0.989847416455849,0.4386152925832297,15.000000000000009,True,True,,0.06313760065224287,0.014867404867164218,0.11140779643732153,3.7843817814405973,True,
355,E12-06-114 Hall A,24,8.851,4.528,0.501,-0.479541698,1.300013243422482,0.8899522976343528,15.000000000000009,True,True,,0.08014076510775943,0.09305288611875773,0.06722864409676112,3.1742710804033,True,
356,E12-06-114 Hall A,24,8.851,4.558,0.504,-0.547491577,1.0239239507471616,0.9413525023127428,15.000000000000009,True,True,,0.12016065427526808,0.15973500972169438,0.0805862988288418,3.6383078320449425,True,
357,E12-06-114 Hall A,24,8.851,4.573,0.506,-0.613854842,2.3147591765057633,0.7774570233844197,15.000000000000009,True,False,xsec_surrogate_closure,,,,,False,
358,E12-06-114 Hall A,24,8.851,4.593,0.508,-0.707314051,2.6176744604701425,0.566231019378063,15.000000000000009,True,False,xsec_surrogate_closure,,,,,False,
359,E12-06-114 Hall A,24,8.847,5.331,0.482,-0.385372291,0.7502376244694459,0.5849722461956229,15.000000000000009,True,True,,0.017401599390143543,0.007238671199168979,0.027564527581118114,2.209662488289924,True,
360,E12-06-114 Hall A,24,8.847,5.339000000000001,0.48299999999999993,-0.44559886900000006,0.7417378798664161,0.8693069788528143,15.000000000000009,True,True,,0.07145016921252528,0.041991142888004346,0.10090919553704623,1.7633925851190495,True,
361,E12-06-114 Hall A,24,8.847,5.36,0.48500000000000004,-0.508514038,0.7297754792978347,1.1446476167156097,15.000000000000009,True,True,,0.07418350857089846,0.07470677994619851,0.07366023719559844,2.1657524450374472,True,
362,E12-06-114 Hall A,24,8.847,5.3709999999999996,0.486,-0.56958964,0.779349570485075,0.8538849499265723,15.000000000000009,True,True,,0.10795853850386339,0.10443017151736755,0.11148690549035926,2.6314152461384945,True,
363,E12-06-114 Hall A,24,8.847,5.3790000000000004,0.486,-0.654643764,1.5881501576743853,0.8292754758142012,15.000000000000009,True,True,,0.23973710480363705,0.2656464188546538,0.21382779075262037,3.6766373188134893,True,
364,E12-06-114 Hall A,24,10.991999999999999,7.044,0.494,-0.432560756,0.816153050919776,0.8390045289567301,15.000000000000009,True,True,,0.1274765816737943,0.08060534890461091,0.17434781444297767,1.3831001129179001,True,
365,E12-06-114 Hall A,24,10.991999999999999,7.093,0.498,-0.525571333,0.7736063299768521,0.4589721419690223,15.000000000000009,True,True,,0.043238769224856304,0.039127314567118314,0.0473502238825943,2.0114201707353883,True,
366,E12-06-114 Hall A,24,10.991999999999999,7.114999999999999,0.49899999999999994,-0.612896976,0.9863208721411959,1.1059044537767513,15.000000000000009,True,True,,0.06451738651588407,0.09536693548866815,0.033667837543099995,2.596567297766813,True,
367,E12-06-114 Hall A,24,10.991999999999999,7.105999999999999,0.49899999999999994,-0.697854847,0.6040298968209892,0.7686607664953163,15.000000000000009,True,True,,0.13462025952269008,0.15260159763034006,0.11663892141504013,3.1620484893570238,True,
368,E12-06-114 Hall A,23,10.991999999999997,7.102000000000001,0.4979999999999998,-0.8556131640000002,1.4687666183443984,0.7102370090188542,29.999999999999996,True,True,,0.4166671282856923,0.2835696148965851,0.5497646416747993,5.128410061091806,True,
369,E12-06-114 Hall A,24,8.521,5.604,0.61,-0.764596036,0.6292781058844533,0.6579168743730929,15.000000000000009,True,True,,0.056459412870653036,0.09694668371190873,0.015972142029397327,4.669536150080623,True,
370,E12-06-114 Hall A,24,8.521,5.617,0.612,-0.904134479,1.623340782383882,0.3305372376895845,15.000000000000009,True,True,,0.24416571015390817,0.4287801395186284,0.05955128078918786,3.540496120837922,True,
371,E12-06-114 Hall A,24,8.521,5.638000000000001,0.615,-1.048158824,1.0052959438142735,0.5028574619042706,15.000000000000009,True,True,,0.30266491099990317,0.4515146974404382,0.1538151245593683,4.32146748064395,True,
372,E12-06-114 Hall A,24,8.521,5.653,0.617,-1.189621856,1.3428223192013558,0.5631166882806458,15.000000000000009,True,True,,0.2495445802809306,0.3421776398115905,0.15691152075027073,5.661033148587398,True,
373,E12-06-114 Hall A,24,8.521,5.659,0.616,-1.37317495,1.8607811133523724,0.38193350264774883,15.000000000000009,True,True,,0.22639581614280643,0.3727312382622194,0.0800603940233935,7.707708565181585,True,
374,E12-06-114 Hall A,24,10.591,8.44,0.608,-0.791098587,0.8440122762251011,0.7865467923604307,15.000000000000009,True,True,,0.07072963653949256,0.018367771273139127,0.12309150180584598,3.6047335653286923,True,
375,E12-06-114 Hall A,24,10.591,8.453,0.609,-0.91206632,1.2762768889257492,0.7619965902927204,15.000000000000009,True,True,,0.23485223739484815,0.20573402679425964,0.2639704479954366,2.8072918087245347,True,
376,E12-06-114 Hall A,24,10.591,8.481,0.611,-1.037086159,1.3232045066920122,0.701959073690359,15.000000000000009,True,True,,0.327763733206618,0.3216776774180052,0.3338497889952308,3.234133492813675,True,
377,E12-06-114 Hall A,24,10.591,8.501,0.613,-1.163107259,1.0459341765090513,0.7951258479064309,15.000000000000009,True,True,,0.2773504897389045,0.27717979088548594,0.2775211885923231,3.911066420225181,True,
378,E12-06-114 Hall A,24,10.591,8.513,0.613,-1.328234507,0.8481451257893603,1.081276159982669,15.000000000000009,True,True,,0.3731541593695899,0.2820852133776411,0.46422310536153866,5.6768964239824475,True,
