set,experiment,n_common,k,q_squared,x_b,t,xsec_surrogate_chi2,diff_surrogate_chi2,max_phi_gap_deg,both_phi_signs,interpolation_selected,interpolation_exclusion_reason,ReH_local,ImH_local,ReH_local_curvature_err,ImH_local_curvature_err,local_corr_ReH_ImH,local_bkm_chi2,local_bkm_chi2_xsec,local_bkm_chi2_diff,local_jac_condition,extraction_selected
11,E07-007 Hall A,24,5.55,1.99,0.35799999999999993,-0.363,0.699566474795344,0.44997523468272566,15.000000000000009,True,True,,-0.893551331979634,4.045001175993415,0.31086115681718646,0.15203415819888266,0.45088424740587807,1.1783480310684231,1.3337809149418087,1.0229151471950373,2.426574081269239,True
12,E07-007 Hall A,12,3.354999999999999,1.49,0.35700000000000004,-0.17700000000000002,0.3422708070736376,0.5609114457990101,30.000000000000018,True,True,,-1.5733641948406218,3.9831788973453732,0.8395646709158574,0.6410588410052636,-0.14557639142541628,2.947614283429836,2.7646638678911533,3.13056469896852,1.3605302446331209,False
13,E07-007 Hall A,12,3.354999999999999,1.5,0.359,-0.2359999999999999,0.8371185346068378,0.3518602338990405,30.000000000000018,True,True,,-4.796553624471963,2.1569458936717143,0.5179043021456504,0.6702711848085521,0.42156332511797295,2.623997378687421,4.826402127003696,0.42159263037114597,1.6862962981685015,False
15,E07-007 Hall A,24,4.455,1.74,0.357,-0.18099999999999997,0.5820960972435064,0.6973815021603,15.000000000000009,True,True,,-0.8623381569654409,4.996031574954774,0.32207417343149575,0.20988308652305931,-0.35994884442448477,1.665243005746358,0.9197200849325364,2.4107659265601793,1.782144042892744,True
16,E07-007 Hall A,24,4.455,1.74,0.357,-0.24,1.1704424911467768,0.5283990056341021,15.000000000000009,True,True,,-1.8631801146905023,4.438872441764579,0.37604187334730393,0.2404372523981608,0.39667787792074805,2.7599437941180565,2.247387645085158,3.2724999431509545,1.8637570023112187,False
17,E07-007 Hall A,24,4.455,1.74,0.35799999999999993,-0.301,0.6934784084408401,0.6833745369947465,15.000000000000009,True,True,,-1.9865669984676335,3.997495809070633,0.3891188682618631,0.2668060959429613,0.5629705113788172,2.794295097926805,2.979945972168815,2.608644223684795,2.1233003342984267,False
18,E07-007 Hall A,24,4.455,1.76,0.361,-0.363,0.9402845873786504,0.4459072692898067,15.000000000000009,True,True,,-1.7550590203791747,3.841038484924806,0.44482830972909343,0.28089252241265167,0.6161377478175062,2.802862171433499,3.104754185731521,2.500970157135477,2.394731764611367,False
29,e1-DVCS1 Hall B,20,5.75,1.27,0.15399999999999997,-0.11000000000000001,0.5292180090756532,1.0162403052517852,78.98000000000002,True,True,,-2.3970377144656587,7.4307344079633255,0.37684326423588077,0.3433576065319209,0.3271460782570907,0.13727811383596816,0.2421594425227979,0.03239678514913846,1.4227838273091538,True
34,e1-DVCS1 Hall B,20,5.75,1.27,0.15399999999999997,-0.4499999999999999,1.024484105773836,0.471235296011238,82.17999999999998,True,True,,-2.628058339717795,2.251774656019764,0.2784084325898292,0.47823439961522307,0.6887071095205485,0.5258770256820143,1.0027343665361452,0.04901968482788317,2.8171358369160298,True
41,e1-DVCS1 Hall B,24,5.75,1.45,0.18400000000000002,-0.11,0.5614436108573243,0.7297642328498748,15.70000000000001,True,True,,-0.8019464248674062,7.012771657080178,0.23900432995074375,0.22144436837175707,0.3371697238654726,0.06673864164804715,0.042159332555670094,0.09131795074042419,1.4325089523950467,True
42,e1-DVCS1 Hall B,22,5.75,1.4499999999999997,0.18400000000000005,-0.14999999999999997,1.070062955744157,1.1750748772204451,48.539999999999985,True,True,,-1.2419628467965627,6.241915190332103,0.2155413695833326,0.21224587326447403,0.48734856985259745,0.08169613638171068,0.05798492123384531,0.10540735152957605,1.7037310676496882,True
43,e1-DVCS1 Hall B,20,5.75,1.4499999999999997,0.18400000000000002,-0.20000000000000004,0.8484192153339706,1.0220624748183145,77.84000000000003,True,True,,-1.6401461661458638,5.31466639453588,0.29664344468770204,0.2638588020182253,0.505009546183194,0.1157947009544356,0.13178932790436146,0.09980007400450981,1.7672509231053304,True
44,e1-DVCS1 Hall B,20,5.75,1.4499999999999997,0.18400000000000002,-0.25999999999999995,0.7133016483839497,0.9096552282395036,79.65999999999997,True,True,,-1.8766730303186308,4.5266809161551365,0.3152186672976744,0.3245711394840519,0.6349210625399045,0.22100414127742035,0.3222490535293851,0.11975922902545558,2.117616160873379,True
45,e1-DVCS1 Hall B,20,5.75,1.4499999999999997,0.18400000000000002,-0.33999999999999997,1.8021202211032523,1.5301738678565275,80.82000000000002,True,True,,-2.0625017880065397,3.890459322496504,0.40988818777067737,0.4277992746338876,0.6972888170317945,0.45093747985535704,0.7951124207898935,0.10676253892082048,2.3710070838557393,True
46,e1-DVCS1 Hall B,17,5.75,1.45,0.184,-0.45,0.8477725886532815,1.4568205779593122,79.38,True,True,,-2.565470304092674,3.20635148077624,0.5677437200261761,0.6041601106631656,0.6875214873060213,0.9051469488063862,1.6960368195336804,0.11425707807909219,2.3304146692414487,True
53,e1-DVCS1 Hall B,24,5.75,1.64,0.214,-0.11,1.1898691872425724,0.9994972973126788,15.079999999999927,True,True,,1.007466336576075,5.736878251313431,0.3712267063193112,0.31153127479372017,0.19756542200253066,0.1658466343695175,0.1769980640934561,0.15469520464557884,1.3058779126162083,True
54,e1-DVCS1 Hall B,24,5.75,1.64,0.214,-0.15,0.9751560849084647,0.4373907064997245,15.420000000000039,True,True,,0.6275951507743587,5.942349846619936,0.2768559240327132,0.21457081007422252,0.33713119050578483,0.1200746661274887,0.049730927113022565,0.19041840514195485,1.547546665638457,True
55,e1-DVCS1 Hall B,24,5.75,1.64,0.214,-0.20000000000000004,0.7666951046140097,0.7264654052977759,16.519999999999975,True,True,,-0.6408321945491219,5.243913015621043,0.3395658684175546,0.26583894003308034,0.4769549641751721,0.18891533730342472,0.20070233216751476,0.1771283424393347,1.7832302512455442,True
56,e1-DVCS1 Hall B,22,5.75,1.64,0.21400000000000005,-0.25999999999999995,0.8967557703474287,0.6142149249882277,50.380000000000045,True,True,,-0.9026343240105714,4.743843986965177,0.3755147017073678,0.2868504126764977,0.5847727332592484,0.2805258357135194,0.33690098208658353,0.22415068934045534,2.0730876830361376,True
57,e1-DVCS1 Hall B,19,5.75,1.64,0.214,-0.34,0.2949182694836202,1.0267507742124027,75.94000000000004,True,True,,-1.4868159073639216,4.2472856921209035,0.5357761655201363,0.37579462770782196,0.589466232360633,0.47105486495302734,0.7327656332032513,0.2093440967028037,2.173066713058111,True
59,e1-DVCS1 Hall B,21,5.75,1.8800000000000001,0.215,-0.11,1.458371252982487,0.8319023135648723,46.32000000000007,True,True,,3.4287305145965346,5.885848916990208,0.5411916605927447,0.3133587762003006,0.15734442020453204,0.10535415533766362,0.14594351416002083,0.06476479651530642,1.7702924082444316,True
60,e1-DVCS1 Hall B,20,5.75,1.8800000000000001,0.215,-0.14999999999999997,0.5570198060716456,0.7188460759199102,77.96000000000001,True,True,,0.7282841066350141,6.1944428562961775,0.4990227051389452,0.36334767893462333,0.32267136636817334,0.1915543755901563,0.30481909805493496,0.07828965312537768,1.5922330397005946,True
66,e1-DVCS1 Hall B,24,5.75,1.79,0.244,-0.15,0.4069907392152003,0.8618407317830296,15.079999999999927,True,True,,0.7365291477055755,4.783370381371673,0.2606797731174332,0.19265711578744305,0.07108149033419381,0.0798139927858808,0.048494127908585205,0.11113385766317642,1.3646494187437725,True
67,e1-DVCS1 Hall B,23,5.75,1.7899999999999998,0.24399999999999994,-0.20000000000000007,1.0519596996744425,0.9288402797880642,30.14999999999998,True,True,,0.8011856243990577,4.871750582324786,0.28469067813680077,0.18629943184964637,0.25422142144354265,0.10420262246991122,0.07048467044784294,0.13792057449197948,1.6509595399182992,True
68,e1-DVCS1 Hall B,24,5.75,1.79,0.244,-0.26,0.585103224470901,0.965325079379132,15.880000000000049,True,True,,-0.23675701978034247,4.609801942391206,0.359727098904057,0.23271188534052048,0.3161432223060114,0.20753646729584094,0.24461155411515537,0.17046138047652648,1.7348337985479871,True
69,e1-DVCS1 Hall B,19,5.75,1.7999999999999998,0.24399999999999997,-0.34,0.805409759114899,0.8077168444299682,48.420000000000044,True,True,,-0.843251551072099,4.274387267986045,0.5975112483237284,0.3116249771284209,0.32317669322963516,0.40680215394036096,0.6052109307549587,0.2083933771257632,2.1013588591993906,True
71,e1-DVCS1 Hall B,24,5.75,2.12,0.244,-0.11,1.5584292408000484,0.7425937028606829,15.079999999999956,True,True,,0.3740455520158521,3.824404517857724,1.6597723075675417,1.2131077445141567,0.042989617185436244,1.4835731590557941,2.853986819914842,0.1131594981967466,1.3723540842767126,True
72,e1-DVCS1 Hall B,24,5.75,2.12,0.245,-0.15,0.8377166268881298,1.0588012597797167,15.340000000000055,True,True,,3.2960675228181864,4.629492409062447,0.4481484861412989,0.2756824514293929,0.1367918745763788,0.12369129452291146,0.17043653975152276,0.07694604929430014,1.659386475855753,True
73,e1-DVCS1 Hall B,20,5.75,2.1199999999999997,0.24500000000000002,-0.20000000000000004,0.5683886480926316,0.8109609375295725,76.34000000000003,True,True,,2.8260637240559907,5.580790543045519,0.6836748928356003,0.3841472583426159,0.3607417962994088,0.25951340590558464,0.37426995226057047,0.1447568595505989,2.014180346025426,True
74,e1-DVCS1 Hall B,20,5.75,2.1199999999999997,0.24500000000000002,-0.25999999999999995,0.32216089600020464,1.347365102259243,77.74000000000001,True,True,,0.942151131974477,5.055394426203422,0.6946176637915537,0.43797358195962427,0.4858739994413825,0.43048872955615175,0.6658129361060774,0.19516452300622622,2.0475829283485543,True
75,e1-DVCS1 Hall B,20,5.75,2.1199999999999997,0.24500000000000002,-0.33999999999999997,0.8068276344120227,0.5219954499701464,79.98000000000002,True,True,,0.15906872356107232,4.257902910548791,0.542453511879944,0.378803703888871,0.5785885617682357,0.3875983544535605,0.6061219762649819,0.1690747326421393,2.1459190868085587,True
79,e1-DVCS1 Hall B,22,5.75,1.9399999999999993,0.274,-0.20000000000000007,0.7886819836139961,0.9397762267060416,30.14999999999998,True,True,,0.5467303783163776,4.2388685195582685,0.14510328743978243,0.11743131230892107,-0.055567816517862044,0.029402582117871653,0.011295144401419576,0.04751001983432372,1.2446904365411187,True
85,e1-DVCS1 Hall B,23,5.75,2.3500000000000005,0.27500000000000013,-0.20000000000000007,0.8968075963998835,0.7825141945852173,30.119999999999983,True,True,,2.8455893329476436,4.250119072717035,0.3037756238068384,0.1805548648819521,0.10570119760241797,0.06050989755984975,0.03997264347417988,0.08104715164551961,1.7021648105964584,True
86,e1-DVCS1 Hall B,22,5.75,2.3500000000000005,0.27500000000000013,-0.25999999999999995,0.47644461775134983,0.835828573067537,46.63999999999992,True,True,,5.908311058478262,4.735578937329193,0.5816875121319096,0.2412198280609061,-0.13250638317710833,0.16546570825677398,0.1619479010452292,0.1689835154683188,2.44172717847026,True
87,e1-DVCS1 Hall B,20,5.75,2.3500000000000005,0.2750000000000001,-0.33999999999999997,0.9017414259226536,0.7446959625249614,76.32000000000002,True,True,,7.172607039976869,4.025111316149455,0.4217806489282093,0.23858337579884734,-0.4614885668515839,0.16678196128791256,0.1768167268261778,0.15674719574964732,2.169401039687242,True
88,e1-DVCS1 Hall B,20,5.75,2.3500000000000005,0.2750000000000001,-0.4499999999999999,0.6431464528923285,1.635398855933489,77.60000000000002,True,True,,-0.18248295309155985,3.2069912114091292,0.4779852236799707,0.2587538105666145,0.5088965069322782,0.24585929747084587,0.37288986682693614,0.1188287281147556,2.3490730489452867,True
91,e1-DVCS1 Hall B,21,5.75,2.1000000000000005,0.30400000000000005,-0.20000000000000004,0.2608682158334605,0.6391510243751767,45.20000000000004,True,True,,-0.7379530608827876,4.22139784824058,0.10900316186564693,0.10288374052625843,-0.09976203104163643,0.01596732001829217,0.001761478809619632,0.030173161226964715,1.122571023179247,True
97,e1-DVCS1 Hall B,24,5.75,2.58,0.304,-0.20000000000000004,0.7476588376181134,1.0101980456610031,15.060000000000056,True,True,,-0.13445597701106063,3.286971282442748,0.5575944934108066,0.4523067128551337,0.11495849952284598,0.2880859369754123,0.48860352694048087,0.0875683470103437,1.270510951943175,True
98,e1-DVCS1 Hall B,24,5.75,2.58,0.305,-0.26,0.5041761604935692,1.2113801118665501,15.360000000000069,True,True,,2.071376414344194,4.163398052316852,0.26738294963015813,0.15517189355073333,0.17522216165191498,0.06229611582643394,0.028940999040785547,0.09565123261208235,1.776893454958704,True
99,e1-DVCS1 Hall B,22,5.75,2.5799999999999996,0.30499999999999994,-0.33999999999999997,0.6664728391605534,0.8661816831315232,46.98000000000001,True,True,,3.0707705431154153,4.0782434605199995,0.44030074687278975,0.1853376386066533,0.045035056658715475,0.11804757268036453,0.10104576050475739,0.13504938485597173,2.3791191162093295,True
100,e1-DVCS1 Hall B,20,5.75,2.5799999999999996,0.30499999999999994,-0.4499999999999999,0.815961634079591,1.0189387984066645,76.36000000000003,True,True,,4.830044533574623,3.1158730395817305,0.3166697863111924,0.17191562305484118,-0.44073335716296036,0.09571458701567898,0.09081699056964425,0.1006121834617137,2.2029084790846207,True
107,e1-DVCS1 Hall B,24,5.75,2.78,0.335,-0.20000000000000004,0.7838291202621207,0.7869668705846641,15.06000000000008,True,True,,-3.334157014157931,3.000111778926643,0.5250349264671101,0.4752626076229361,0.0463051867331086,0.1913957126815744,0.3431552045719193,0.039636220791229575,1.1161458411173524,True
108,e1-DVCS1 Hall B,24,5.75,2.78,0.335,-0.26,0.5074906738684463,0.9271007484521036,15.200000000000012,True,True,,-0.17314118226780614,3.8382523960154797,0.15825011475686768,0.12551258602503454,0.22014559888066743,0.03249420737268711,0.005533597627507172,0.05945481711786705,1.3820558100873515,True
109,e1-DVCS1 Hall B,24,5.75,2.78,0.335,-0.34,0.5059380135744419,0.8265591548537675,15.440000000000026,True,True,,1.4531479902015192,3.813016590357869,0.2307370836772131,0.14480423133219458,0.11966516077528203,0.06337536872420994,0.04503512065570412,0.08171561679271577,1.6196850675462968,True
110,e1-DVCS1 Hall B,22,5.75,2.7800000000000002,0.335,-0.44999999999999984,0.254061072919809,1.2407226459518326,46.86000000000007,True,True,,2.359407918247121,3.462426348760573,0.36376457331407314,0.1541886622753173,-0.13612732483015694,0.1080642079687331,0.09277122605076671,0.12335718988669947,2.39100232623554,True
116,e1-DVCS1 Hall B,20,5.75,2.9699999999999998,0.36500000000000005,-0.25999999999999995,0.6359183601108672,0.9383682087735256,60.199999999999996,True,True,,-1.9888631162194108,3.845522388229571,0.14628465625118584,0.119653423566185,0.022370992337201436,0.016661701062934374,0.01989070347859103,0.013432698647277716,1.2241092068278359,True
117,e1-DVCS1 Hall B,24,5.75,2.97,0.365,-0.34,0.6207504772550302,1.0484937847643871,15.060000000000056,True,True,,0.03837582745578466,3.729217711235113,0.17668204873260465,0.12004738049110736,0.16724019732754108,0.04031528380611853,0.01907619672931223,0.061554370882924835,1.5271313220796428,True
118,e1-DVCS1 Hall B,23,5.75,2.97,0.36500000000000005,-0.44999999999999984,0.7547405393194325,1.3316969171141044,30.139999999999983,True,True,,0.947257494492999,3.4843044332488278,0.23745070806474047,0.13991865096371464,0.06687377918872327,0.09146485335089624,0.08094634672667701,0.10198335997511547,1.7049013921473595,True
125,e1-DVCS1 Hall B,21,5.75,3.18,0.4000000000000001,-0.33999999999999997,0.44951212586892664,0.9582603004840002,45.13999999999999,True,True,,-0.7128436787519578,3.6313025201172873,0.16918141832906322,0.14314349204627502,-0.13799923131359593,0.04226446830912729,0.04987752571896637,0.034651410899288214,1.2432292650423435,True
126,e1-DVCS1 Hall B,22,5.75,3.18,0.40000000000000013,-0.44999999999999984,0.45571961147851087,0.880062641029883,30.129999999999985,True,True,,0.37085891375171426,3.373003512026939,0.18776506915252333,0.13366687653432122,-0.016965833033767894,0.07661348425252837,0.06954599924959261,0.08368096925546417,1.4053414682197847,True
138,E00-110 Hall A,24,5.7572,1.82,0.343,-0.17200000000000001,0.8033038325607526,0.35222671689669466,15.000000000000009,True,True,,-0.8331509207203316,4.924281183891885,0.11147338621302326,0.06797441138274966,-0.3306857390363752,0.5390717072011343,0.7922192242086249,0.28592419019364373,1.8404919072207142,True
139,E00-110 Hall A,24,5.7572,1.933,0.36800000000000005,-0.232,0.841428798586059,0.49087353965375896,15.000000000000009,True,True,,-0.9900714009490945,4.612245901998244,0.147255139258898,0.06549486219965799,0.11908256110536916,0.6549819143451717,1.031047975397003,0.2789158532933404,2.272344163351272,True
140,E00-110 Hall A,24,5.7572,1.9639999999999997,0.375,-0.278,0.6577741002101382,0.6800347639864818,15.000000000000009,True,True,,-0.9772166985898398,4.2858611460742795,0.17872499236457032,0.08132470287999496,0.3013783065739541,0.6640964080260753,0.9723332617577817,0.35585955429436894,2.3579547567599213,True
141,E00-110 Hall A,24,5.7572,1.986,0.379,-0.323,0.7840853729568072,1.3302313086235333,15.000000000000009,True,True,,-0.6307099685137494,4.205242169480394,0.2380651624651765,0.08189823966915095,0.3817707735087331,0.5904238357743874,0.721107932881815,0.4597397386669598,3.2052799219734536,True
142,E00-110 Hall A,24,5.7572,1.9989999999999999,0.381,-0.371,1.1216336840210317,0.5373133284804921,15.000000000000009,True,True,,0.25620422677631416,4.224992502874004,0.3026374741829181,0.08281753115994864,-0.2391756086067594,0.4675992577778943,0.4886606127205894,0.4465379028351992,3.7808397019289974,True
143,E00-110 Hall A,24,5.7572,2.012,0.37799999999999995,-0.19200000000000003,0.44722392774905684,0.7118522374598325,15.000000000000009,True,True,,0.024689515881783662,4.5168198020063315,0.12969256873891696,0.10108794559936612,-0.7766520780578172,0.07238295468576245,0.04719199125294506,0.09757391811857984,2.9330956554505443,True
144,E00-110 Hall A,24,5.7572,2.054,0.39200000000000007,-0.233,0.7151590381458489,0.7205913439805475,15.000000000000009,True,True,,-1.0225608030544182,4.605438619817182,0.11364803287260566,0.053927794138978,-0.24305312052228314,0.16305894550821082,0.18920883274578695,0.1369090582706347,2.2090644540966133,True
145,E00-110 Hall A,24,5.7572,2.074,0.39799999999999996,-0.279,0.7579897041134718,0.4300600283111338,15.000000000000009,True,True,,-1.3132491822576604,4.198051522234888,0.11883117905710203,0.06136171178431241,0.14704351583722003,0.1871742896019661,0.2942586099441252,0.08008996925980699,1.9730809448359323,True
146,E00-110 Hall A,24,5.7572,2.084,0.4000000000000001,-0.324,0.79731782179286,0.6561185475572482,15.000000000000009,True,True,,-1.0979691765642243,4.024401950726749,0.16957188697628253,0.07384879402571463,0.3553679184159755,0.2350185838866765,0.3090777252077629,0.16095944256559017,2.526690056757373,True
147,E00-110 Hall A,24,5.7572,2.091,0.401,-0.371,0.5781155943777323,0.5151847746014117,15.000000000000009,True,True,,-0.6129629158440846,4.039177622219087,0.23924136471849136,0.08530514978533196,0.1656041138987454,0.24498672234157862,0.251271075116752,0.23870236956640523,2.855110726840936,True
148,E00-110 Hall A,24,5.7572,2.161,0.336,-0.171,1.3834576709154731,0.7022562239372885,15.000000000000009,True,True,,-1.3686162487825373,4.531917976392252,0.08827568987022635,0.07294952346724726,-0.03298476809011544,0.15661393365794177,0.2532925670448403,0.05993530027104324,1.2135679270253081,True
149,E00-110 Hall A,24,5.7572,2.19,0.342,-0.231,1.301712568005011,1.1588575568913229,15.000000000000009,True,True,,-1.251206005501367,4.496465899927186,0.14544527219632747,0.09389043875410705,0.4099388390684287,0.22146396665675017,0.26391635090222515,0.17901158241127516,1.8718744667607201,True
150,E00-110 Hall A,20,5.757199999999999,2.1910000000000003,0.34199999999999997,-0.32399999999999995,1.5449378003191074,0.8177618943350646,75.0,True,True,,-0.5054500387647537,4.1644240258968415,0.29923353352738846,0.12539094712007828,0.6681590408001657,0.23119866146209142,0.15678782193918514,0.3056095009849977,3.483607011598064,True
151,E00-110 Hall A,20,5.757199999999999,2.1929999999999996,0.34199999999999997,-0.3710000000000001,0.5515899690552475,0.8478117008228656,75.0,True,True,,0.3282787911060569,4.173847177423404,0.43048759606115766,0.10766461679242786,0.4941440340303716,0.22319440825332132,0.10032052358581237,0.3460682929208302,4.672826348905163,True
152,E00-110 Hall A,20,5.757199999999999,2.1940000000000004,0.343,-0.27800000000000014,1.5300157763269162,0.5737309588728113,75.0,True,True,,-0.8260287089722521,4.267771722043119,0.22747523493169466,0.115505626614342,0.5867232300994207,0.25679293878696696,0.1902579684833371,0.32332790909059694,2.6868386837695852,True
153,E00-110 Hall A,24,5.7572,2.218,0.345,-0.17600000000000002,0.9289780544207543,0.6498120622884259,15.000000000000009,True,True,,-1.2409482991019352,4.8749508306034315,0.10407993436297129,0.07629602002681381,-0.14252109726473514,0.25697941865159496,0.40273212849515655,0.11122670880803331,1.4092377120078605,True
154,E00-110 Hall A,24,5.7572,2.318,0.363,-0.232,0.7146147166840575,0.7663376837300525,15.000000000000009,True,True,,-1.3122438751122003,4.978981730644897,0.16524302968461738,0.09230119783306137,0.2641846986224599,0.5934027413638102,0.6380209023376017,0.5487845803900189,1.9124788777710626,True
155,E00-110 Hall A,24,5.7572,2.348,0.36800000000000005,-0.279,1.6381569546652246,0.559192404787031,15.000000000000009,True,True,,-1.3395920369460628,4.399237576529347,0.18072184983829917,0.10441449874461826,0.4957454662881485,0.5181282315160444,0.5233735935627303,0.5128828694693586,2.2046242015941293,True
156,E00-110 Hall A,24,5.7572,2.36,0.371,-0.325,1.0248685659893477,1.0888418183394333,15.000000000000009,True,True,,-1.197829108215055,4.085800425217619,0.19360681443068392,0.1073893712678678,0.5921864637237856,0.4443237767182018,0.433428248696439,0.4552193047399647,2.5305173166354167,True
157,E00-110 Hall A,24,5.7572,2.375,0.373,-0.37200000000000005,0.5162713796967547,1.0887911413154219,15.000000000000009,True,True,,-0.8339538974483347,3.976962115746509,0.23658673354580848,0.11125501707773261,0.6017975820214516,0.43038617382899474,0.3570457699542904,0.5037265777036991,2.9075287135608,True
163,e1-DVCS2 Hall B,20,5.879999999999999,1.1302999999999999,0.125,-0.4465,1.6007148633641208,0.8534497010904871,75.0,True,True,,-2.239267239254087,2.0946270257052055,0.11324565399209617,0.15092261472222912,0.4293604712692584,0.2528957461603047,0.3915225330872597,0.11426895923334976,1.7276607130027153,True
164,e1-DVCS2 Hall B,20,5.879999999999999,1.1308,0.1251,-0.6041,1.4095218169281543,1.06491715318664,45.79999999999999,True,True,,-1.4679407365246453,0.6993428433461761,0.0970806017898346,0.16934511803157798,0.3069053205505906,0.3149795636431117,0.5798728325469903,0.05008629473923313,1.9122144108373549,True
165,e1-DVCS2 Hall B,21,5.879999999999999,1.1311428571428568,0.12528571428571428,-0.8628571428571428,1.6544781679540412,1.0990861477206422,30.199999999999978,True,True,,-0.5965625386130604,0.29378991662580856,0.08190768131899853,0.12596117518178662,0.2331929241039392,0.22105567452059957,0.42175926137573744,0.020352087665461708,1.6406107191883759,True
167,e1-DVCS2 Hall B,19,5.879999999999999,1.3003684210526316,0.15410526315789472,-0.10821052631578948,1.7312722637191158,1.4858765465907977,75.39999999999998,True,True,,-2.189363959723209,5.9790216315565,0.7882071963514713,0.4201335393990832,0.14719634621311392,0.521433063299625,0.9783896604004184,0.06447646619883156,1.9128666899130546,True
172,e1-DVCS2 Hall B,20,5.879999999999999,1.3024,0.15419999999999998,-0.44699999999999995,1.9803160554575356,1.4223324161883226,74.20000000000002,True,True,,-2.5765719814700896,2.270228611261381,0.22074616714297365,0.28190150726122887,0.5056090261849209,0.5469269268944543,1.0208090574497954,0.07304479633911311,1.8461177474085344,True
182,e1-DVCS2 Hall B,20,5.879999999999999,1.4269999999999998,0.15600000000000003,-0.6032999999999998,1.1512765567237329,1.411144015134521,73.39999999999998,True,True,,-1.3356744500645399,1.4241278436945066,0.17794163436474342,0.25727381237008495,0.5152977352321154,0.5613939717481858,1.0302600632228627,0.09252788027350889,1.9921290181778653,True
186,e1-DVCS2 Hall B,22,5.879999999999999,1.4870909090909095,0.1841818181818182,-0.15309090909090908,1.6422736791367667,1.8470892777724643,45.599999999999966,True,True,,-1.479430698510421,5.537437727497243,0.33471329357113644,0.1980986251518453,0.23785603307465913,0.21581832166038203,0.11301757891374535,0.31861906440701876,1.7903316031429963,True
188,e1-DVCS2 Hall B,20,5.879999999999999,1.4878,0.1841,-0.26210000000000006,1.5852405937819904,1.9031434557990934,74.20000000000002,True,True,,-1.9756301960513327,4.077723687473796,0.2677913358087751,0.20190468078990254,0.4053523248843951,0.29651628416028164,0.35090557651665477,0.24212699180390856,1.6806019287978458,True
