set,n,chi2_per_point,pull_rms,median_abs_pull,max_abs_pull
316,13,1.129799784737767,1.0629204037639728,0.7047355003332091,2.538272309227999
317,17,1.2251960122535674,1.1068857268271046,0.7430204006458864,2.3418079130726053
318,24,2.650386662801838,1.628000817813627,0.6052165664666591,5.50480790570529
319,22,2.9620504936158167,1.7210608628447213,0.8438831307497627,5.248717288295332
320,17,1.9414350141574555,1.393353872552646,0.8744889702411294,4.34780305877168
321,15,1.0026928785075633,1.0013455340228783,0.7100402567671721,2.37791588022125
322,9,1.9323870421702172,1.3901032487445732,0.9402771319432748,2.4331386352714035
323,10,2.148192086379587,1.4656712067785145,0.6427154752698003,3.2324905061970113
324,14,1.1215645261126301,1.0590394355795398,0.6966510669962755,2.57445185551859
325,16,1.7703891853180598,1.3305597263250004,1.0129215947210608,2.375816612321608
326,15,1.583153438802987,1.2582342543433584,0.570289948062976,2.7609742729289763
327,13,0.5954521222805708,0.7716554427207591,0.5009844073974017,1.4431823663720793
328,10,0.9065366098561858,0.9521221612042153,0.30949018366984915,2.180706994229316
329,14,0.9274124885395684,0.9630225794546919,0.7506718199253821,1.561291905064803
330,16,3.1134657459203607,1.7645015573584402,0.8421181215722275,5.0134522918769635
331,16,2.2544971354986973,1.5014982968683972,0.6831314221546321,2.8654739025900815
332,16,2.471028689128373,1.5719506000916101,0.9055453390862274,3.2610041936294345
333,12,2.7683498523705503,1.663835885047125,1.0347787881678232,3.0129929078059803
334,24,1.9729339720746084,1.404611680171644,1.1681415516163123,3.542730977103143
335,24,1.8853437782872933,1.3730782127349095,1.14166834647944,3.216569190351411
336,24,1.9476804930976994,1.3955932405603357,1.0556168035816156,2.645621119540655
337,24,1.4811054506867363,1.2170067586857258,0.7992656772753417,2.4872136921204473
338,24,2.0291058328377125,1.4244668591573875,0.8159318930969756,3.3678651685393257
339,24,1.6566709812954536,1.2871173145037922,0.8720219484571519,3.058201117359575
340,24,1.745278478054776,1.3210898826555202,1.0696990215315103,2.9172345625115077
341,24,1.0144180660160835,1.0071832335856685,0.4010485533647316,2.523894230569766
342,24,1.1308744908272534,1.0634258276096427,1.0770268376900276,2.2764785303650856
343,24,1.07487623417341,1.0367623807668804,0.7348662063131788,2.3226177494586393
344,24,0.9153414636234819,0.956734792731759,0.5830820813144808,2.2866913771869606
345,24,1.9061701036488163,1.3806411929421838,0.8110730904184991,2.9464778286142534
346,24,1.1503438414378977,1.0725408343918184,0.6369707012204949,2.1562353887791614
347,24,0.979958569603539,0.9899285679297971,0.6958915568909496,2.054462928690532
348,24,0.878111622833082,0.9370761030103596,0.8650326902711458,1.8487983248343367
349,24,0.7297300804931816,0.8542424014840176,0.4822403539484941,1.9128842835319089
350,24,0.8739900361769622,0.9348743424530177,0.746543794013973,1.9033753963767837
351,24,0.6777977022430112,0.8232847030298882,0.6058764591464472,1.7577735076379999
352,24,0.9432883928764673,0.9712303500593807,0.8243394696777595,1.9322316591285453
353,22,2.7287448717285883,1.6518913014265157,1.3340857633346368,3.758843440261453
354,24,0.989847416455849,0.9949107580360406,0.5606828860748474,2.139714684207468
355,24,1.300013243422482,1.1401812327092926,0.9052118565618382,1.9629837036125861
356,24,1.0239239507471616,1.0118912741728538,0.5471491140848801,1.9670726850669884
357,24,2.3147591765057633,1.5214332639014316,0.9289039057470125,2.8578557228967805
358,24,2.6176744604701425,1.6179228845869456,1.248810000633618,3.5821514689037075
359,24,0.7502376244694459,0.8661625854707913,0.5655093924197294,2.4225569689585433
360,24,0.7417378798664161,0.8612420564895888,0.6682359125713043,1.6399250016763283
361,24,0.7297754792978347,0.8542689736247212,0.6500073413826599,1.8032673459426796
362,24,0.779349570485075,0.8828077766337783,0.5022590896195633,2.6272695896903224
363,24,1.5881501576743853,1.260218297627195,0.9177372810859673,2.6173408924662867
